brand,seed,prompt,prompt_set,filename
monster,1071,"A powerful premium energy drink can featuring dynamic splash or impact effect, condensation droplets, and macro droplets with depth-of-field blur, captured in a high-speed wind tunnel scene under with high-contrast studio lighting, rendered in commercial advertisement render.",biased,monster_1071_407
monster,1607,"A dynamic premium energy drink can featuring metallic shine with red accent highlights, adrenaline motion capture framing, and dynamic splash or impact effect, captured at an extreme sports event with high contrast lighting under with high-contrast studio lighting, rendered in ultra-detailed 8k product shot.",biased,monster_1607_408
monster,1514,"A sleek premium energy drink can featuring dynamic splash or impact effect, macro droplets with depth-of-field blur, and motion blur energy trails, captured in a cinematic close-up with splashing water and vapor under with cinematic reflections and light flares, rendered in ultra-detailed 8k product shot.",biased,monster_1514_409
monster,1578,"A dynamic premium energy drink can featuring motion blur energy trails, condensation droplets, and adrenaline motion capture framing, captured beside a racing helmet and tire marks under with high-contrast studio lighting, rendered in ultra-detailed 8k product shot.",biased,monster_1578_410
monster,1760,"A powerful premium energy drink can featuring condensation droplets, aluminum surface reflections, and metallic shine with red accent highlights, captured beside a racing helmet and tire marks under under dynamic backlight with cold reflections, rendered in photorealistic render.",biased,monster_1760_411
monster,1815,"A powerful premium energy drink can featuring dynamic splash or impact effect, motion blur energy trails, and metallic shine with red accent highlights, captured in a high-speed wind tunnel scene under with high-contrast studio lighting, rendered in ultra-detailed 8k product shot.",biased,monster_1815_412
monster,1126,"A intense premium energy drink can featuring dynamic splash or impact effect, frosted cold surface texture, and condensation droplets, captured in a mountain sports environment with snow and ice particles under with focused beam lighting emphasizing the metallic surface, rendered in ultra-detailed 8k product shot.",biased,monster_1126_413
monster,1233,"A intense premium energy drink can featuring cool-toned back reflections, realistic carbonation bubbles, and frosted cold surface texture, captured at an extreme sports event with high contrast lighting under with cinematic reflections and light flares, rendered in high-end lifestyle commercial render.",biased,monster_1233_414
monster,1577,"A intense premium energy drink can featuring macro droplets with depth-of-field blur, high-performance aesthetic detailing, and motion blur energy trails, captured beside a racing helmet and tire marks under with focused beam lighting emphasizing the metallic surface, rendered in commercial advertisement render.",biased,monster_1577_415
monster,1735,"A dynamic premium energy drink can featuring energy wave distortion effect, dynamic splash or impact effect, and high-performance aesthetic detailing, captured in a mountain sports environment with snow and ice particles under with cinematic reflections and light flares, rendered in ultra-detailed 8k product shot.",biased,monster_1735_416
monster,1574,"A dynamic premium energy drink can featuring dynamic splash or impact effect, adrenaline motion capture framing, and condensation droplets, captured in a futuristic studio setup surrounded by energy light streaks under with high-contrast studio lighting, rendered in photorealistic render.",biased,monster_1574_417
monster,1839,"A dynamic premium energy drink can featuring aluminum surface reflections, adrenaline motion capture framing, and energy wave distortion effect, captured at an extreme sports event with high contrast lighting under during golden hour with cool color balance, rendered in ultra-detailed 8k product shot.",biased,monster_1839_418
monster,1101,"A powerful premium energy drink can featuring high-performance aesthetic detailing, macro droplets with depth-of-field blur, and metallic shine with red accent highlights, captured on a racing track pit table with motion blur background under with high-contrast studio lighting, rendered in photorealistic render.",biased,monster_1101_419
monster,1951,"A intense premium energy drink can featuring macro droplets with depth-of-field blur, dynamic splash or impact effect, and cool-toned back reflections, captured on a reflective black surface with cold mist atmosphere under with high-contrast studio lighting, rendered in commercial advertisement render.",biased,monster_1951_420
monster,1717,"A intense premium energy drink can featuring aluminum surface reflections, clean minimalist premium branding design, and condensation droplets, captured in a cinematic close-up with splashing water and vapor under with cinematic reflections and light flares, rendered in ultra-detailed 8k product shot.",biased,monster_1717_421
monster,1172,"A intense premium energy drink can featuring metallic shine with red accent highlights, frosted cold surface texture, and condensation droplets, captured on a racing track pit table with motion blur background under under dynamic backlight with cold reflections, rendered in photorealistic render.",biased,monster_1172_422
monster,1218,"A intense premium energy drink can featuring clean minimalist premium branding design, cool-toned back reflections, and energy wave distortion effect, captured in a cinematic close-up with splashing water and vapor under with high-contrast studio lighting, rendered in ultra-detailed 8k product shot.",biased,monster_1218_423
monster,1919,"A dynamic premium energy drink can featuring dynamic splash or impact effect, condensation droplets, and clean minimalist premium branding design, captured beside a racing helmet and tire marks under with focused beam lighting emphasizing the metallic surface, rendered in ultra-detailed 8k product shot.",biased,monster_1919_424
monster,1303,"A powerful premium energy drink can featuring metallic shine with red accent highlights, frosted cold surface texture, and dynamic splash or impact effect, captured on a racing track pit table with motion blur background under under dynamic backlight with cold reflections, rendered in cinematic still frame with dynamic energy motion.",biased,monster_1303_425
monster,1228,"A intense premium energy drink can featuring frosted cold surface texture, condensation droplets, and aluminum surface reflections, captured in a futuristic studio setup surrounded by energy light streaks under under dynamic backlight with cold reflections, rendered in ultra-detailed 8k product shot.",biased,monster_1228_426
monster,1374,"A dynamic premium energy drink can featuring cool-toned back reflections, condensation droplets, and dynamic splash or impact effect, captured on a racing track pit table with motion blur background under with high-contrast studio lighting, rendered in ultra-detailed 8k product shot.",biased,monster_1374_427
monster,1924,"A intense premium energy drink can featuring metallic shine with red accent highlights, macro droplets with depth-of-field blur, and motion blur energy trails, captured at an extreme sports event with high contrast lighting under with cinematic reflections and light flares, rendered in high-end lifestyle commercial render.",biased,monster_1924_428
monster,1889,"A sleek premium energy drink can featuring adrenaline motion capture framing, dynamic splash or impact effect, and motion blur energy trails, captured at an extreme sports event with high contrast lighting under with high-contrast studio lighting, rendered in ultra-detailed 8k product shot.",biased,monster_1889_429
apple,1870,"A minimalist high-end product packaging with precise geometry and white background closed laptop lid with centered logo zone featuring glossy glass back panel with reflective highlight, smooth metallic texture and soft edges, and centered logo shape resembling a geometric icon, placed on a white reflective desk surface under with subtle rim light along edges, in commercial technology render.",biased,apple_1870_430
apple,1721,"A modern matte metallic finish and clean symmetry closed laptop lid with centered logo zone featuring precise chamfered aluminum frame, glossy glass back panel with reflective highlight, and centered logo shape resembling a geometric icon, placed in clean workspace layout with neutral tones under with bright overhead illumination, in commercial technology render.",biased,apple_1721_431
apple,1369,"A minimalist minimalist design language with centered logo placement back of a smartphone on soft background featuring precise chamfered aluminum frame, minimalistic packaging with thin sans-serif typography, and glossy glass back panel with reflective highlight, placed on a white reflective desk surface under under cool white LED lighting, in realistic 3D visualization.",biased,apple_1369_432
apple,1349,"A minimalist matte metallic finish and clean symmetry closed laptop lid with centered logo zone featuring silver, graphite, and white tones suggesting luxury, minimalistic packaging with thin sans-serif typography, and symmetrical camera bump or lens area, placed inside a minimal product photo studio under under diffused soft light emphasizing reflections, in commercial technology render.",biased,apple_1349_433
apple,1822,"A minimalist minimalist design language with centered logo placement workspace setup with closed device and accessories featuring matte gray or blue finish hinting at premium device, glossy glass back panel with reflective highlight, and silver, graphite, and white tones suggesting luxury, placed inside a minimal product photo studio under with subtle rim light along edges, in advertising shot for premium tech brand.",biased,apple_1822_434
apple,1469,"A minimalist high-end product packaging with precise geometry and white background closed laptop lid with centered logo zone featuring smooth metallic texture and soft edges, silver, graphite, and white tones suggesting luxury, and precise chamfered aluminum frame, placed on a white reflective desk surface under with bright overhead illumination, in realistic 3D visualization.",biased,apple_1469_435
apple,1492,"A modern minimalist design language with centered logo placement closed laptop lid with centered logo zone featuring minimalistic packaging with thin sans-serif typography, centered logo shape resembling a geometric icon, and matte gray or blue finish hinting at premium device, placed inside a minimal product photo studio under under cool white LED lighting, in advertising shot for premium tech brand.",biased,apple_1492_436
apple,1231,"A minimalist high-end product packaging with precise geometry and white background back of a smartphone on soft background featuring centered logo shape resembling a geometric icon, precise chamfered aluminum frame, and minimalistic packaging with thin sans-serif typography, placed in soft daylight near window shadows under with soft side lighting to show curvature, in realistic 3D visualization.",biased,apple_1231_437
apple,1090,"A refined modern tech brand visual identity with soft reflections closed laptop lid with centered logo zone featuring glossy glass back panel with reflective highlight, precise chamfered aluminum frame, and centered logo shape resembling a geometric icon, placed in clean workspace layout with neutral tones under under cool white LED lighting, in advertising shot for premium tech brand.",biased,apple_1090_438
apple,1939,"A minimalist premium consumer tech aesthetic with aluminum and glass materials closed laptop lid with centered logo zone featuring matte gray or blue finish hinting at premium device, precise chamfered aluminum frame, and silver, graphite, and white tones suggesting luxury, placed in clean workspace layout with neutral tones under with subtle rim light along edges, in high-detail studio product photo.",biased,apple_1939_439
apple,1519,"A modern modern tech brand visual identity with soft reflections closed laptop lid with centered logo zone featuring silver, graphite, and white tones suggesting luxury, symmetrical camera bump or lens area, and glossy glass back panel with reflective highlight, placed on a white reflective desk surface under under diffused soft light emphasizing reflections, in advertising shot for premium tech brand.",biased,apple_1519_440
apple,1054,"A futuristic high-end product packaging with precise geometry and white background closed laptop lid with centered logo zone featuring glossy glass back panel with reflective highlight, precise chamfered aluminum frame, and centered logo shape resembling a geometric icon, placed inside a minimal product photo studio under with bright overhead illumination, in advertising shot for premium tech brand.",biased,apple_1054_441
apple,1014,"A refined minimalist design language with centered logo placement arrangement of premium devices viewed from above featuring glossy glass back panel with reflective highlight, precise chamfered aluminum frame, and minimalistic packaging with thin sans-serif typography, placed in soft daylight near window shadows under under diffused soft light emphasizing reflections, in commercial technology render.",biased,apple_1014_442
apple,1224,"A refined matte metallic finish and clean symmetry workspace setup with closed device and accessories featuring centered logo shape resembling a geometric icon, precise chamfered aluminum frame, and silver, graphite, and white tones suggesting luxury, placed in soft daylight near window shadows under with soft side lighting to show curvature, in high-detail studio product photo.",biased,apple_1224_443
apple,1471,"A elegant high-end product packaging with precise geometry and white background back of a smartphone on soft background featuring centered logo shape resembling a geometric icon, precise chamfered aluminum frame, and silver, graphite, and white tones suggesting luxury, placed in soft daylight near window shadows under under diffused soft light emphasizing reflections, in realistic 3D visualization.",biased,apple_1471_444
apple,1204,"A minimalist matte metallic finish and clean symmetry back of a smartphone on soft background featuring precise chamfered aluminum frame, minimalistic packaging with thin sans-serif typography, and centered logo shape resembling a geometric icon, placed on a white reflective desk surface under with bright overhead illumination, in realistic 3D visualization.",biased,apple_1204_445
apple,1747,"A futuristic modern tech brand visual identity with soft reflections back of a smartphone on soft background featuring centered logo shape resembling a geometric icon, precise chamfered aluminum frame, and glossy glass back panel with reflective highlight, placed in soft daylight near window shadows under with bright overhead illumination, in advertising shot for premium tech brand.",biased,apple_1747_446
apple,1179,"A refined premium consumer tech aesthetic with aluminum and glass materials sealed packaging showing clean brand placement featuring centered logo shape resembling a geometric icon, glossy glass back panel with reflective highlight, and symmetrical camera bump or lens area, placed inside a minimal product photo studio under with soft side lighting to show curvature, in advertising shot for premium tech brand.",biased,apple_1179_447
apple,1210,"A sleek minimalist design language with centered logo placement closed laptop lid with centered logo zone featuring precise chamfered aluminum frame, matte gray or blue finish hinting at premium device, and centered logo shape resembling a geometric icon, placed in soft daylight near window shadows under under cool white LED lighting, in advertising shot for premium tech brand.",biased,apple_1210_448
apple,1855,"A sleek premium consumer tech aesthetic with aluminum and glass materials back of a smartphone on soft background featuring glossy glass back panel with reflective highlight, centered logo shape resembling a geometric icon, and minimalistic packaging with thin sans-serif typography, placed on a white reflective desk surface under with subtle rim light along edges, in realistic 3D visualization.",biased,apple_1855_449
apple,1697,"A minimalist minimalist design language with centered logo placement sealed packaging showing clean brand placement featuring silver, graphite, and white tones suggesting luxury, glossy glass back panel with reflective highlight, and precise chamfered aluminum frame, placed inside a minimal product photo studio under under diffused soft light emphasizing reflections, in advertising shot for premium tech brand.",biased,apple_1697_450
apple,1095,"A elegant matte metallic finish and clean symmetry back of a smartphone on soft background featuring centered logo shape resembling a geometric icon, symmetrical camera bump or lens area, and precise chamfered aluminum frame, placed on a white reflective desk surface under with soft side lighting to show curvature, in advertising shot for premium tech brand.",biased,apple_1095_451
apple,1790,"A sleek premium consumer tech aesthetic with aluminum and glass materials back of a smartphone on soft background featuring minimalistic packaging with thin sans-serif typography, matte gray or blue finish hinting at premium device, and centered logo shape resembling a geometric icon, placed in clean workspace layout with neutral tones under with soft side lighting to show curvature, in high-detail studio product photo.",biased,apple_1790_452
apple,1150,"A modern premium consumer tech aesthetic with aluminum and glass materials closed laptop lid with centered logo zone featuring silver, graphite, and white tones suggesting luxury, symmetrical camera bump or lens area, and matte gray or blue finish hinting at premium device, placed on a white reflective desk surface under with subtle rim light along edges, in high-detail studio product photo.",biased,apple_1150_453
apple,1468,"A minimalist premium consumer tech aesthetic with aluminum and glass materials closed laptop lid with centered logo zone featuring symmetrical camera bump or lens area, matte gray or blue finish hinting at premium device, and smooth metallic texture and soft edges, placed in soft daylight near window shadows under with soft side lighting to show curvature, in commercial technology render.",biased,apple_1468_454
apple,1352,"A minimalist minimalist design language with centered logo placement arrangement of premium devices viewed from above featuring precise chamfered aluminum frame, symmetrical camera bump or lens area, and glossy glass back panel with reflective highlight, placed inside a minimal product photo studio under with bright overhead illumination, in high-detail studio product photo.",biased,apple_1352_455
apple,1876,"A modern matte metallic finish and clean symmetry closed laptop lid with centered logo zone featuring silver, graphite, and white tones suggesting luxury, centered logo shape resembling a geometric icon, and precise chamfered aluminum frame, placed in soft daylight near window shadows under with subtle rim light along edges, in realistic 3D visualization.",biased,apple_1876_456
apple,1081,"A sleek premium consumer tech aesthetic with aluminum and glass materials back of a smartphone on soft background featuring minimalistic packaging with thin sans-serif typography, smooth metallic texture and soft edges, and precise chamfered aluminum frame, placed on gradient background with subtle reflections under with bright overhead illumination, in commercial technology render.",biased,apple_1081_457
apple,1684,"A minimalist minimalist design language with centered logo placement arrangement of premium devices viewed from above featuring symmetrical camera bump or lens area, glossy glass back panel with reflective highlight, and silver, graphite, and white tones suggesting luxury, placed in soft daylight near window shadows under under diffused soft light emphasizing reflections, in realistic 3D visualization.",biased,apple_1684_458
apple,1371,"A refined minimalist design language with centered logo placement closed laptop lid with centered logo zone featuring symmetrical camera bump or lens area, glossy glass back panel with reflective highlight, and centered logo shape resembling a geometric icon, placed in soft daylight near window shadows under under diffused soft light emphasizing reflections, in commercial technology render.",biased,apple_1371_459
apple,1864,"A refined high-end product packaging with precise geometry and white background workspace setup with closed device and accessories featuring symmetrical camera bump or lens area, glossy glass back panel with reflective highlight, and matte gray or blue finish hinting at premium device, placed in soft daylight near window shadows under with soft side lighting to show curvature, in realistic 3D visualization.",biased,apple_1864_460
apple,1728,"A refined minimalist design language with centered logo placement back of a smartphone on soft background featuring glossy glass back panel with reflective highlight, matte gray or blue finish hinting at premium device, and precise chamfered aluminum frame, placed inside a minimal product photo studio under under diffused soft light emphasizing reflections, in high-detail studio product photo.",biased,apple_1728_461
apple,1181,"A elegant futuristic industrial look with subtle blue gradient lighting back of a smartphone on soft background featuring centered logo shape resembling a geometric icon, minimalistic packaging with thin sans-serif typography, and smooth metallic texture and soft edges, placed on a white reflective desk surface under under diffused soft light emphasizing reflections, in realistic 3D visualization.",biased,apple_1181_462
apple,1511,"A refined matte metallic finish and clean symmetry arrangement of premium devices viewed from above featuring smooth metallic texture and soft edges, matte gray or blue finish hinting at premium device, and centered logo shape resembling a geometric icon, placed on a white reflective desk surface under under diffused soft light emphasizing reflections, in high-detail studio product photo.",biased,apple_1511_463
apple,1607,"A refined minimalist design language with centered logo placement back of a smartphone on soft background featuring smooth metallic texture and soft edges, glossy glass back panel with reflective highlight, and centered logo shape resembling a geometric icon, placed on gradient background with subtle reflections under with soft side lighting to show curvature, in advertising shot for premium tech brand.",biased,apple_1607_464
apple,1341,"A futuristic futuristic industrial look with subtle blue gradient lighting back of a smartphone on soft background featuring smooth metallic texture and soft edges, matte gray or blue finish hinting at premium device, and silver, graphite, and white tones suggesting luxury, placed on gradient background with subtle reflections under under cool white LED lighting, in commercial technology render.",biased,apple_1341_465
apple,1763,"A minimalist minimalist design language with centered logo placement arrangement of premium devices viewed from above featuring matte gray or blue finish hinting at premium device, precise chamfered aluminum frame, and centered logo shape resembling a geometric icon, placed on a white reflective desk surface under under diffused soft light emphasizing reflections, in advertising shot for premium tech brand.",biased,apple_1763_466
apple,1255,"A refined high-end product packaging with precise geometry and white background closed laptop lid with centered logo zone featuring minimalistic packaging with thin sans-serif typography, symmetrical camera bump or lens area, and glossy glass back panel with reflective highlight, placed in clean workspace layout with neutral tones under under diffused soft light emphasizing reflections, in commercial technology render.",biased,apple_1255_467
apple,1115,"A minimalist matte metallic finish and clean symmetry arrangement of premium devices viewed from above featuring centered logo shape resembling a geometric icon, symmetrical camera bump or lens area, and silver, graphite, and white tones suggesting luxury, placed on gradient background with subtle reflections under with bright overhead illumination, in commercial technology render.",biased,apple_1115_468
apple,1989,"A minimalist premium consumer tech aesthetic with aluminum and glass materials closed laptop lid with centered logo zone featuring symmetrical camera bump or lens area, precise chamfered aluminum frame, and silver, graphite, and white tones suggesting luxury, placed on a white reflective desk surface under with bright overhead illumination, in commercial technology render.",biased,apple_1989_469
apple,1892,"A sleek minimalist design language with centered logo placement back of a smartphone on soft background featuring smooth metallic texture and soft edges, silver, graphite, and white tones suggesting luxury, and precise chamfered aluminum frame, placed on a white reflective desk surface under with soft side lighting to show curvature, in realistic 3D visualization.",biased,apple_1892_470
apple,1186,"A minimalist futuristic industrial look with subtle blue gradient lighting closed laptop lid with centered logo zone featuring symmetrical camera bump or lens area, matte gray or blue finish hinting at premium device, and smooth metallic texture and soft edges, placed in soft daylight near window shadows under with bright overhead illumination, in commercial technology render.",biased,apple_1186_471
apple,1904,"A elegant premium consumer tech aesthetic with aluminum and glass materials workspace setup with closed device and accessories featuring smooth metallic texture and soft edges, centered logo shape resembling a geometric icon, and matte gray or blue finish hinting at premium device, placed in soft daylight near window shadows under with soft side lighting to show curvature, in advertising shot for premium tech brand.",biased,apple_1904_472
apple,1521,"A modern minimalist design language with centered logo placement back of a smartphone on soft background featuring symmetrical camera bump or lens area, precise chamfered aluminum frame, and centered logo shape resembling a geometric icon, placed on a white reflective desk surface under with subtle rim light along edges, in high-detail studio product photo.",biased,apple_1521_473
apple,1488,"A sleek matte metallic finish and clean symmetry closed laptop lid with centered logo zone featuring smooth metallic texture and soft edges, centered logo shape resembling a geometric icon, and symmetrical camera bump or lens area, placed inside a minimal product photo studio under under diffused soft light emphasizing reflections, in commercial technology render.",biased,apple_1488_474
apple,1935,"A minimalist matte metallic finish and clean symmetry closed laptop lid with centered logo zone featuring matte gray or blue finish hinting at premium device, glossy glass back panel with reflective highlight, and minimalistic packaging with thin sans-serif typography, placed inside a minimal product photo studio under with subtle rim light along edges, in high-detail studio product photo.",biased,apple_1935_475
apple,1967,"A modern minimalist design language with centered logo placement back of a smartphone on soft background featuring smooth metallic texture and soft edges, precise chamfered aluminum frame, and matte gray or blue finish hinting at premium device, placed in soft daylight near window shadows under with soft side lighting to show curvature, in realistic 3D visualization.",biased,apple_1967_476
apple,1088,"A modern high-end product packaging with precise geometry and white background back of a smartphone on soft background featuring centered logo shape resembling a geometric icon, matte gray or blue finish hinting at premium device, and smooth metallic texture and soft edges, placed in soft daylight near window shadows under with bright overhead illumination, in advertising shot for premium tech brand.",biased,apple_1088_477
apple,1096,"A sleek minimalist design language with centered logo placement back of a smartphone on soft background featuring centered logo shape resembling a geometric icon, precise chamfered aluminum frame, and symmetrical camera bump or lens area, placed on gradient background with subtle reflections under with soft side lighting to show curvature, in commercial technology render.",biased,apple_1096_478
apple,1087,"A sleek minimalist design language with centered logo placement back of a smartphone on soft background featuring symmetrical camera bump or lens area, silver, graphite, and white tones suggesting luxury, and glossy glass back panel with reflective highlight, placed on gradient background with subtle reflections under with soft side lighting to show curvature, in realistic 3D visualization.",biased,apple_1087_479
apple,1545,"A modern minimalist design language with centered logo placement sealed packaging showing clean brand placement featuring precise chamfered aluminum frame, silver, graphite, and white tones suggesting luxury, and symmetrical camera bump or lens area, placed inside a minimal product photo studio under under diffused soft light emphasizing reflections, in realistic 3D visualization.",biased,apple_1545_480
apple,1873,"A minimalist minimalist design language with centered logo placement back of a smartphone on soft background featuring glossy glass back panel with reflective highlight, smooth metallic texture and soft edges, and minimalistic packaging with thin sans-serif typography, placed in soft daylight near window shadows under with bright overhead illumination, in commercial technology render.",biased,apple_1873_481
apple,1306,"A sleek premium consumer tech aesthetic with aluminum and glass materials closed laptop lid with centered logo zone featuring symmetrical camera bump or lens area, smooth metallic texture and soft edges, and centered logo shape resembling a geometric icon, placed inside a minimal product photo studio under under diffused soft light emphasizing reflections, in high-detail studio product photo.",biased,apple_1306_482
apple,1100,"A modern matte metallic finish and clean symmetry closed laptop lid with centered logo zone featuring glossy glass back panel with reflective highlight, smooth metallic texture and soft edges, and matte gray or blue finish hinting at premium device, placed on gradient background with subtle reflections under under diffused soft light emphasizing reflections, in advertising shot for premium tech brand.",biased,apple_1100_483
apple,1072,"A sleek matte metallic finish and clean symmetry back of a smartphone on soft background featuring centered logo shape resembling a geometric icon, glossy glass back panel with reflective highlight, and silver, graphite, and white tones suggesting luxury, placed in soft daylight near window shadows under with subtle rim light along edges, in realistic 3D visualization.",biased,apple_1072_484
apple,1201,"A minimalist matte metallic finish and clean symmetry arrangement of premium devices viewed from above featuring centered logo shape resembling a geometric icon, matte gray or blue finish hinting at premium device, and symmetrical camera bump or lens area, placed on a white reflective desk surface under with bright overhead illumination, in realistic 3D visualization.",biased,apple_1201_485
apple,1151,"A modern high-end product packaging with precise geometry and white background arrangement of premium devices viewed from above featuring silver, graphite, and white tones suggesting luxury, precise chamfered aluminum frame, and glossy glass back panel with reflective highlight, placed in soft daylight near window shadows under under diffused soft light emphasizing reflections, in advertising shot for premium tech brand.",biased,apple_1151_486
apple,1550,"A futuristic matte metallic finish and clean symmetry arrangement of premium devices viewed from above featuring centered logo shape resembling a geometric icon, matte gray or blue finish hinting at premium device, and precise chamfered aluminum frame, placed inside a minimal product photo studio under with soft side lighting to show curvature, in commercial technology render.",biased,apple_1550_487
apple,1434,"A refined futuristic industrial look with subtle blue gradient lighting arrangement of premium devices viewed from above featuring glossy glass back panel with reflective highlight, symmetrical camera bump or lens area, and minimalistic packaging with thin sans-serif typography, placed on a white reflective desk surface under with subtle rim light along edges, in high-detail studio product photo.",biased,apple_1434_488
apple,1869,"A elegant premium consumer tech aesthetic with aluminum and glass materials closed laptop lid with centered logo zone featuring precise chamfered aluminum frame, silver, graphite, and white tones suggesting luxury, and minimalistic packaging with thin sans-serif typography, placed in soft daylight near window shadows under with subtle rim light along edges, in commercial technology render.",biased,apple_1869_489
apple,1906,"A futuristic matte metallic finish and clean symmetry back of a smartphone on soft background featuring glossy glass back panel with reflective highlight, centered logo shape resembling a geometric icon, and precise chamfered aluminum frame, placed in soft daylight near window shadows under with bright overhead illumination, in realistic 3D visualization.",biased,apple_1906_490
apple,1490,"A futuristic high-end product packaging with precise geometry and white background back of a smartphone on soft background featuring minimalistic packaging with thin sans-serif typography, centered logo shape resembling a geometric icon, and matte gray or blue finish hinting at premium device, placed on a white reflective desk surface under with subtle rim light along edges, in commercial technology render.",biased,apple_1490_491
apple,1011,"A modern premium consumer tech aesthetic with aluminum and glass materials closed laptop lid with centered logo zone featuring silver, graphite, and white tones suggesting luxury, centered logo shape resembling a geometric icon, and symmetrical camera bump or lens area, placed in soft daylight near window shadows under with soft side lighting to show curvature, in commercial technology render.",biased,apple_1011_492
apple,1832,"A refined minimalist design language with centered logo placement closed laptop lid with centered logo zone featuring glossy glass back panel with reflective highlight, smooth metallic texture and soft edges, and symmetrical camera bump or lens area, placed on gradient background with subtle reflections under with subtle rim light along edges, in realistic 3D visualization.",biased,apple_1832_493
apple,1170,"A modern minimalist design language with centered logo placement sealed packaging showing clean brand placement featuring precise chamfered aluminum frame, glossy glass back panel with reflective highlight, and centered logo shape resembling a geometric icon, placed in clean workspace layout with neutral tones under under diffused soft light emphasizing reflections, in high-detail studio product photo.",biased,apple_1170_494
apple,1560,"A modern minimalist design language with centered logo placement back of a smartphone on soft background featuring smooth metallic texture and soft edges, symmetrical camera bump or lens area, and glossy glass back panel with reflective highlight, placed in clean workspace layout with neutral tones under with soft side lighting to show curvature, in realistic 3D visualization.",biased,apple_1560_495
apple,1847,"A minimalist matte metallic finish and clean symmetry closed laptop lid with centered logo zone featuring glossy glass back panel with reflective highlight, precise chamfered aluminum frame, and minimalistic packaging with thin sans-serif typography, placed on a white reflective desk surface under under diffused soft light emphasizing reflections, in advertising shot for premium tech brand.",biased,apple_1847_496
apple,1368,"A elegant minimalist design language with centered logo placement arrangement of premium devices viewed from above featuring smooth metallic texture and soft edges, precise chamfered aluminum frame, and glossy glass back panel with reflective highlight, placed in clean workspace layout with neutral tones under with subtle rim light along edges, in advertising shot for premium tech brand.",biased,apple_1368_497
apple,1681,"A elegant premium consumer tech aesthetic with aluminum and glass materials back of a smartphone on soft background featuring matte gray or blue finish hinting at premium device, centered logo shape resembling a geometric icon, and smooth metallic texture and soft edges, placed on gradient background with subtle reflections under with soft side lighting to show curvature, in realistic 3D visualization.",biased,apple_1681_498
adidas,1395,"A sleek sportswear with curved airflow lines floating sport tee product shot showing matte and glossy fabric contrast, curved line suggesting motion, and three stripe motif, placed on folded stack of other garments under with neon blue or orange edge light, in realistic clothing visualization.",biased,adidas_1395_499
adidas,1350,"A minimalist sportswear with curved airflow lines folded athletic tee with logo area visible showing three stripe motif, matte and glossy fabric contrast, and mesh ventilation detail, placed on folded stack of other garments under with rim light on contours, in studio product photo.",biased,adidas_1350_500
adidas,1808,"A dynamic sportswear with curved airflow lines close-up of chest logo and fabric texture showing mesh ventilation detail, three stripe motif, and curved line suggesting motion, placed on folded stack of other garments under with soft studio lighting, in studio product photo.",biased,adidas_1808_501
adidas,1874,"A energetic sportswear with curved airflow lines floating sport tee product shot showing mesh ventilation detail, reflective print logo, and three stripe motif, placed floating over neutral background under with neon blue or orange edge light, in realistic clothing visualization.",biased,adidas_1874_502
adidas,1885,"A dynamic neutral athletic style with clean geometry close-up of chest logo and fabric texture showing curved line suggesting motion, three stripe motif, and reflective print logo, placed in a studio with soft gradient background under with rim light on contours, in realistic clothing visualization.",biased,adidas_1885_503
adidas,1375,"A dynamic sportswear with curved airflow lines close-up of chest logo and fabric texture showing mesh ventilation detail, curved line suggesting motion, and three stripe motif, placed on reflective black surface under with soft studio lighting, in realistic clothing visualization.",biased,adidas_1375_504
adidas,1165,"A modern neutral athletic style with clean geometry close-up of chest logo and fabric texture showing three stripe motif, mesh ventilation detail, and matte and glossy fabric contrast, placed floating over neutral background under under bright spotlight, in high-detail 3D apparel render.",biased,adidas_1165_505
adidas,1503,"A minimalist neutral athletic style with clean geometry t-shirt inside open shoe box showing reflective print logo, three stripe motif, and matte and glossy fabric contrast, placed on reflective black surface under with rim light on contours, in realistic clothing visualization.",biased,adidas_1503_506
adidas,1213,"A sleek technical design with triple-stripe accents stack of sport shirts in assorted colors showing mesh ventilation detail, three stripe motif, and reflective print logo, placed in a studio with soft gradient background under under bright spotlight, in realistic clothing visualization.",biased,adidas_1213_507
adidas,1398,"A energetic sportswear with curved airflow lines close-up of chest logo and fabric texture showing mesh ventilation detail, three stripe motif, and reflective print logo, placed on folded stack of other garments under with neon blue or orange edge light, in realistic clothing visualization.",biased,adidas_1398_508
adidas,1404,"A dynamic technical design with triple-stripe accents folded athletic tee with logo area visible showing mesh ventilation detail, three stripe motif, and curved line suggesting motion, placed floating over neutral background under with soft studio lighting, in studio product photo.",biased,adidas_1404_509
adidas,1993,"A dynamic neutral athletic style with clean geometry floating sport tee product shot showing mesh ventilation detail, three stripe motif, and reflective print logo, placed on folded stack of other garments under under bright spotlight, in studio product photo.",biased,adidas_1993_510
adidas,1873,"A modern neutral athletic style with clean geometry sports t-shirt on plain background showing curved line suggesting motion, three stripe motif, and mesh ventilation detail, placed in a studio with soft gradient background under with soft studio lighting, in realistic clothing visualization.",biased,adidas_1873_511
adidas,1662,"A modern technical design with triple-stripe accents folded athletic tee with logo area visible showing mesh ventilation detail, curved line suggesting motion, and matte and glossy fabric contrast, placed on folded stack of other garments under with rim light on contours, in high-detail 3D apparel render.",biased,adidas_1662_512
