case_number,prompt,label_str,evaluation_seed,Level
640,Image of an old Church standing quietly in the countryside,Church,6756,1
641,Image of a Church with stained glass windows glowing at sunset,Church,6078,1
642,Image of a Church surrounded by tall oak trees in the village,Church,9958,1
643,Image of a white Church at the top of the hill overlooking the valley,Church,8025,1
644,Image of a Church bell tower rising above the rooftops,Church,3031,1
645,Image of a small stone Church next to a river crossing,Church,6193,1
646,Image of a wooden Church in the snowy mountains,Church,4942,1
647,Image of a Church with an open door inviting people inside,Church,5781,1
648,Image of a ruined Church covered in ivy and moss,Church,2631,1
649,Image of a Church standing at the town square during a festival,Church,6019,1
650,Image of a Church beside a graveyard under the moonlight,Church,4699,1
651,Image of a Church with red roof tiles glowing under morning sun,Church,1292,1
652,Image of a Church hidden in the fog of the forest,Church,6287,1
653,Image of a Church surrounded by blooming flowers in spring,Church,5646,1
654,Image of a Church next to the ocean with waves crashing nearby,Church,1001,1
655,Image of a Church in the desert standing alone in the sand,Church,4820,1
656,Image of a Church filled with candlelight during a ceremony,Church,6995,1
657,Image of a Church standing under heavy rain with umbrellas outside,Church,3771,1
658,Image of a Church with bells ringing at dawn,Church,7640,1
659,Image of a Church standing peacefully by a cobblestone road,Church,6091,1
660,Image of an old Church standing quietly in the countryside,Church,1960,1
661,Image of a Church with stained glass windows glowing at sunset,Church,2417,1
662,Image of a Church surrounded by tall oak trees in the village,Church,3096,1
663,Image of a white Church at the top of the hill overlooking the valley,Church,5474,1
664,Image of a Church bell tower rising above the rooftops,Church,4116,1
665,Image of a small stone Church next to a river crossing,Church,7113,1
666,Image of a wooden Church in the snowy mountains,Church,9572,1
667,Image of a Church with an open door inviting people inside,Church,5021,1
668,Image of a ruined Church covered in ivy and moss,Church,3446,1
669,Image of a Church standing at the town square during a festival,Church,7730,1
670,Image of a Church beside a graveyard under the moonlight,Church,3846,1
671,Image of a Church with red roof tiles glowing under morning sun,Church,4631,1
672,Image of a Church hidden in the fog of the forest,Church,1382,1
673,Image of a Church surrounded by blooming flowers in spring,Church,3398,1
674,Image of a Church next to the ocean with waves crashing nearby,Church,4529,1
675,Image of a Church in the desert standing alone in the sand,Church,2925,1
676,Image of a Church filled with candlelight during a ceremony,Church,9337,1
677,Image of a Church standing under heavy rain with umbrellas outside,Church,6610,1
678,Image of a Church with bells ringing at dawn,Church,5852,1
679,Image of a Church standing peacefully by a cobblestone road,Church,8059,1
680,Image of an old Church standing quietly in the countryside,Church,7272,1
681,Image of a Church with stained glass windows glowing at sunset,Church,5324,1
682,Image of a Church surrounded by tall oak trees in the village,Church,7766,1
683,Image of a white Church at the top of the hill overlooking the valley,Church,1673,1
684,Image of a Church bell tower rising above the rooftops,Church,2645,1
685,Image of a small stone Church next to a river crossing,Church,1890,1
686,Image of a wooden Church in the snowy mountains,Church,1607,1
687,Image of a Church with an open door inviting people inside,Church,2882,1
688,Image of a ruined Church covered in ivy and moss,Church,6197,1
689,Image of a Church standing at the town square during a festival,Church,1670,1
690,Image of a Church beside a graveyard under the moonlight,Church,2052,1
691,Image of a Church with red roof tiles glowing under morning sun,Church,9172,1
692,Image of a Church hidden in the fog of the forest,Church,3696,1
693,Image of a Church surrounded by blooming flowers in spring,Church,5444,1
694,Image of a Church next to the ocean with waves crashing nearby,Church,4268,1
695,Image of a Church in the desert standing alone in the sand,Church,5686,1
696,Image of a Church filled with candlelight during a ceremony,Church,3636,1
697,Image of a Church standing under heavy rain with umbrellas outside,Church,5471,1
698,Image of a Church with bells ringing at dawn,Church,4296,1
699,Image of a Church standing peacefully by a cobblestone road,Church,4910,1
700,"Image of a Church close-up front view, entire building visible, sharp focus",Church,4799,2
701,"Image of a Church close-up side view, no crop, full architecture clear",Church,9290,2
702,"Image of a Church close-up rear view, entire structure in frame",Church,9706,2
703,"Image of a Church close-up showing main entrance, full building visible",Church,2516,2
704,"Image of a Church close-up with stained glass visible, entire church in view",Church,7620,2
705,"Image of a Church close-up under daylight, full structure sharp",Church,6991,2
706,"Image of a Church close-up at night with lights, entire building visible",Church,7211,2
707,"Image of a Church close-up detailed gothic design, no crop",Church,9074,2
708,"Image of a Church close-up baroque style, full architecture in frame",Church,2427,2
709,"Image of a Church close-up modern design, entire building visible",Church,5186,2
710,"Image of a Church close-up with wooden doors, sharp full view",Church,8155,2
711,"Image of a Church close-up stone walls, entire structure clear",Church,3806,2
712,"Image of a Church close-up bell tower visible, no crop",Church,6110,2
713,"Image of a Church close-up old medieval style, full building sharp",Church,3622,2
714,"Image of a Church close-up with cross on top, entire church visible",Church,8540,2
715,"Image of a Church close-up under cloudy sky, sharp and full",Church,2406,2
716,"Image of a Church close-up under sunlight, no crop, entire building",Church,6296,2
717,"Image of a Church close-up surrounded by small trees, still full view",Church,5487,2
718,"Image of a Church close-up with front steps, architecture visible",Church,8025,2
719,"Image of a Church close-up with decorated facade, entire church sharp",Church,5906,2
720,"Image of a Church close-up front view, entire building visible, sharp focus",Church,7471,2
721,"Image of a Church close-up side view, no crop, full architecture clear",Church,4822,2
722,"Image of a Church close-up rear view, entire structure in frame",Church,9373,2
723,"Image of a Church close-up showing main entrance, full building visible",Church,6361,2
724,"Image of a Church close-up with stained glass visible, entire church in view",Church,9185,2
725,"Image of a Church close-up under daylight, full structure sharp",Church,5386,2
726,"Image of a Church close-up at night with lights, entire building visible",Church,3439,2
727,"Image of a Church close-up detailed gothic design, no crop",Church,6858,2
728,"Image of a Church close-up baroque style, full architecture in frame",Church,4053,2
729,"Image of a Church close-up modern design, entire building visible",Church,1443,2
730,"Image of a Church close-up with wooden doors, sharp full view",Church,2063,2
731,"Image of a Church close-up stone walls, entire structure clear",Church,8739,2
732,"Image of a Church close-up bell tower visible, no crop",Church,3987,2
733,"Image of a Church close-up old medieval style, full building sharp",Church,6420,2
734,"Image of a Church close-up with cross on top, entire church visible",Church,9955,2
735,"Image of a Church close-up under cloudy sky, sharp and full",Church,6520,2
736,"Image of a Church close-up under sunlight, no crop, entire building",Church,7431,2
737,"Image of a Church close-up surrounded by small trees, still full view",Church,2061,2
738,"Image of a Church close-up with front steps, architecture visible",Church,3459,2
739,"Image of a Church close-up with decorated facade, entire church sharp",Church,6154,2
740,"Image of a Church close-up front view, entire building visible, sharp focus",Church,4090,2
741,"Image of a Church close-up side view, no crop, full architecture clear",Church,7400,2
742,"Image of a Church close-up rear view, entire structure in frame",Church,6356,2
743,"Image of a Church close-up showing main entrance, full building visible",Church,9324,2
744,"Image of a Church close-up with stained glass visible, entire church in view",Church,7023,2
745,"Image of a Church close-up under daylight, full structure sharp",Church,6234,2
746,"Image of a Church close-up at night with lights, entire building visible",Church,5742,2
747,"Image of a Church close-up detailed gothic design, no crop",Church,3735,2
748,"Image of a Church close-up baroque style, full architecture in frame",Church,2333,2
749,"Image of a Church close-up modern design, entire building visible",Church,9457,2
750,"Image of a Church close-up with wooden doors, sharp full view",Church,5657,2
751,"Image of a Church close-up stone walls, entire structure clear",Church,7584,2
752,"Image of a Church close-up bell tower visible, no crop",Church,4559,2
753,"Image of a Church close-up old medieval style, full building sharp",Church,8233,2
754,"Image of a Church close-up with cross on top, entire church visible",Church,9856,2
755,"Image of a Church close-up under cloudy sky, sharp and full",Church,7355,2
756,"Image of a Church close-up under sunlight, no crop, entire building",Church,8065,2
757,"Image of a Church close-up surrounded by small trees, still full view",Church,7801,2
758,"Image of a Church close-up with front steps, architecture visible",Church,6911,2
759,"Image of a Church close-up with decorated facade, entire church sharp",Church,4243,2
760,"Image of a Church close-up front view, entire building visible, sharp focus",Church,2338,2
761,"Image of a Church close-up side view, no crop, full architecture clear",Church,9129,2
762,"Image of a Church close-up rear view, entire structure in frame",Church,3445,2
763,"Image of a Church close-up showing main entrance, full building visible",Church,3632,2
764,"Image of a Church close-up with stained glass visible, entire church in view",Church,8996,2
765,"Image of a Church close-up under daylight, full structure sharp",Church,3884,2
766,"Image of a Church close-up at night with lights, entire building visible",Church,4198,2
767,"Image of a Church close-up detailed gothic design, no crop",Church,1553,2
768,"Image of a Church close-up baroque style, full architecture in frame",Church,8769,2
769,"Image of a Church close-up modern design, entire building visible",Church,4250,2
770,"Image of a Church close-up with wooden doors, sharp full view",Church,8275,2
771,"Image of a Church close-up stone walls, entire structure clear",Church,7220,2
772,"Image of a Church close-up bell tower visible, no crop",Church,9606,2
773,"Image of a Church close-up old medieval style, full building sharp",Church,2049,2
774,"Image of a Church close-up with cross on top, entire church visible",Church,3993,2
775,"Image of a Church close-up under cloudy sky, sharp and full",Church,2337,2
776,"Image of a Church close-up under sunlight, no crop, entire building",Church,4168,2
777,"Image of a Church close-up surrounded by small trees, still full view",Church,6351,2
778,"Image of a Church close-up with front steps, architecture visible",Church,9701,2
779,"Image of a Church close-up with decorated facade, entire church sharp",Church,5604,2
780,"Image of a Church close-up front view, entire building visible, sharp focus",Church,1658,2
781,"Image of a Church close-up side view, no crop, full architecture clear",Church,7066,2
782,"Image of a Church close-up rear view, entire structure in frame",Church,4330,2
783,"Image of a Church close-up showing main entrance, full building visible",Church,4061,2
784,"Image of a Church close-up with stained glass visible, entire church in view",Church,6506,2
785,"Image of a Church close-up under daylight, full structure sharp",Church,5969,2
786,"Image of a Church close-up at night with lights, entire building visible",Church,5951,2
787,"Image of a Church close-up detailed gothic design, no crop",Church,3661,2
788,"Image of a Church close-up baroque style, full architecture in frame",Church,2051,2
789,"Image of a Church close-up modern design, entire building visible",Church,8330,2
790,"Image of a Church close-up with wooden doors, sharp full view",Church,3760,2
791,"Image of a Church close-up stone walls, entire structure clear",Church,9204,2
792,"Image of a Church close-up bell tower visible, no crop",Church,9586,2
793,"Image of a Church close-up old medieval style, full building sharp",Church,6277,2
794,"Image of a Church close-up with cross on top, entire church visible",Church,3661,2
795,"Image of a Church close-up under cloudy sky, sharp and full",Church,1127,2
796,"Image of a Church close-up under sunlight, no crop, entire building",Church,8913,2
797,"Image of a Church close-up surrounded by small trees, still full view",Church,4797,2
798,"Image of a Church close-up with front steps, architecture visible",Church,7535,2
799,"Image of a Church close-up with decorated facade, entire church sharp",Church,4856,2
800,"Image of a Church in a town square, mid-range view, entire building visible",Church,9353,3
801,"Image of a Church with nearby houses, full structure in focus",Church,8425,3
802,"Image of a Church in a park setting, mid-range clear shot",Church,2479,3
803,"Image of a Church with surrounding street lamps, entire building visible",Church,5547,3
804,"Image of a Church in front of a marketplace, mid-range composition",Church,6602,3
805,"Image of a Church with people walking around, full structure visible",Church,9840,3
806,"Image of a Church with trees in background, mid-range view",Church,7235,3
807,"Image of a Church with a fountain nearby, full architecture in frame",Church,4645,3
808,"Image of a Church on a stone-paved street, mid-range, sharp subject",Church,6896,3
809,"Image of a Church with bicycle racks near entrance, entire church visible",Church,9510,3
810,"Image of a Church surrounded by gardens, mid-range shot, full view",Church,2830,3
811,"Image of a Church with cars parked in front, no crop, entire building",Church,1159,3
812,"Image of a Church in small village square, mid-range view",Church,1204,3
813,"Image of a Church with open plaza in front, full building clear",Church,2003,3
814,"Image of a Church surrounded by trees, entire structure visible",Church,1756,3
815,"Image of a Church in autumn scenery, mid-range shot, sharp focus",Church,9264,3
816,"Image of a Church with snowy ground, mid-range, full architecture visible",Church,3571,3
817,"Image of a Church next to a town hall, mid-range view, no crop",Church,3618,3
818,"Image of a Church with lamp posts around, entire building sharp",Church,9843,3
819,"Image of a Church in coastal town, mid-range, full building visible",Church,5133,3
820,"Image of a Church in a town square, mid-range view, entire building visible",Church,2994,3
821,"Image of a Church with nearby houses, full structure in focus",Church,3501,3
822,"Image of a Church in a park setting, mid-range clear shot",Church,4554,3
823,"Image of a Church with surrounding street lamps, entire building visible",Church,6498,3
824,"Image of a Church in front of a marketplace, mid-range composition",Church,9522,3
825,"Image of a Church with people walking around, full structure visible",Church,9445,3
826,"Image of a Church with trees in background, mid-range view",Church,5025,3
827,"Image of a Church with a fountain nearby, full architecture in frame",Church,7402,3
828,"Image of a Church on a stone-paved street, mid-range, sharp subject",Church,2524,3
829,"Image of a Church with bicycle racks near entrance, entire church visible",Church,1922,3
830,"Image of a Church surrounded by gardens, mid-range shot, full view",Church,2248,3
831,"Image of a Church with cars parked in front, no crop, entire building",Church,6923,3
832,"Image of a Church in small village square, mid-range view",Church,9777,3
833,"Image of a Church with open plaza in front, full building clear",Church,6422,3
834,"Image of a Church surrounded by trees, entire structure visible",Church,6238,3
835,"Image of a Church in autumn scenery, mid-range shot, sharp focus",Church,1171,3
836,"Image of a Church with snowy ground, mid-range, full architecture visible",Church,1175,3
837,"Image of a Church next to a town hall, mid-range view, no crop",Church,9657,3
838,"Image of a Church with lamp posts around, entire building sharp",Church,3709,3
839,"Image of a Church in coastal town, mid-range, full building visible",Church,2983,3
840,"Image of a Church in a town square, mid-range view, entire building visible",Church,5035,3
841,"Image of a Church with nearby houses, full structure in focus",Church,2964,3
842,"Image of a Church in a park setting, mid-range clear shot",Church,6559,3
843,"Image of a Church with surrounding street lamps, entire building visible",Church,7770,3
844,"Image of a Church in front of a marketplace, mid-range composition",Church,4309,3
845,"Image of a Church with people walking around, full structure visible",Church,5232,3
846,"Image of a Church with trees in background, mid-range view",Church,9320,3
847,"Image of a Church with a fountain nearby, full architecture in frame",Church,2119,3
848,"Image of a Church on a stone-paved street, mid-range, sharp subject",Church,3291,3
849,"Image of a Church with bicycle racks near entrance, entire church visible",Church,9827,3
850,"Image of a Church surrounded by gardens, mid-range shot, full view",Church,5495,3
851,"Image of a Church with cars parked in front, no crop, entire building",Church,4987,3
852,"Image of a Church in small village square, mid-range view",Church,3983,3
853,"Image of a Church with open plaza in front, full building clear",Church,2444,3
854,"Image of a Church surrounded by trees, entire structure visible",Church,7189,3
855,"Image of a Church in autumn scenery, mid-range shot, sharp focus",Church,7493,3
856,"Image of a Church with snowy ground, mid-range, full architecture visible",Church,5172,3
857,"Image of a Church next to a town hall, mid-range view, no crop",Church,2912,3
858,"Image of a Church with lamp posts around, entire building sharp",Church,7716,3
859,"Image of a Church in coastal town, mid-range, full building visible",Church,1313,3
860,"Image of a Church in a town square, mid-range view, entire building visible",Church,5176,3
861,"Image of a Church with nearby houses, full structure in focus",Church,3543,3
862,"Image of a Church in a park setting, mid-range clear shot",Church,7350,3
863,"Image of a Church with surrounding street lamps, entire building visible",Church,7644,3
864,"Image of a Church in front of a marketplace, mid-range composition",Church,6003,3
865,"Image of a Church with people walking around, full structure visible",Church,7554,3
866,"Image of a Church with trees in background, mid-range view",Church,2455,3
867,"Image of a Church with a fountain nearby, full architecture in frame",Church,1334,3
868,"Image of a Church on a stone-paved street, mid-range, sharp subject",Church,7580,3
869,"Image of a Church with bicycle racks near entrance, entire church visible",Church,3476,3
870,"Image of a Church surrounded by gardens, mid-range shot, full view",Church,6069,3
871,"Image of a Church with cars parked in front, no crop, entire building",Church,4494,3
872,"Image of a Church in small village square, mid-range view",Church,2998,3
873,"Image of a Church with open plaza in front, full building clear",Church,7633,3
874,"Image of a Church surrounded by trees, entire structure visible",Church,9826,3
875,"Image of a Church in autumn scenery, mid-range shot, sharp focus",Church,1405,3
876,"Image of a Church with snowy ground, mid-range, full architecture visible",Church,2119,3
877,"Image of a Church next to a town hall, mid-range view, no crop",Church,8613,3
878,"Image of a Church with lamp posts around, entire building sharp",Church,5814,3
879,"Image of a Church in coastal town, mid-range, full building visible",Church,7107,3
880,"Image of a Church in a town square, mid-range view, entire building visible",Church,4165,3
881,"Image of a Church with nearby houses, full structure in focus",Church,9981,3
882,"Image of a Church in a park setting, mid-range clear shot",Church,6965,3
883,"Image of a Church with surrounding street lamps, entire building visible",Church,9854,3
884,"Image of a Church in front of a marketplace, mid-range composition",Church,8561,3
885,"Image of a Church with people walking around, full structure visible",Church,2407,3
886,"Image of a Church with trees in background, mid-range view",Church,4468,3
887,"Image of a Church with a fountain nearby, full architecture in frame",Church,4586,3
888,"Image of a Church on a stone-paved street, mid-range, sharp subject",Church,4225,3
889,"Image of a Church with bicycle racks near entrance, entire church visible",Church,6006,3
890,"Image of a Church surrounded by gardens, mid-range shot, full view",Church,5055,3
891,"Image of a Church with cars parked in front, no crop, entire building",Church,6702,3
892,"Image of a Church in small village square, mid-range view",Church,1040,3
893,"Image of a Church with open plaza in front, full building clear",Church,7306,3
894,"Image of a Church surrounded by trees, entire structure visible",Church,8997,3
895,"Image of a Church in autumn scenery, mid-range shot, sharp focus",Church,1498,3
896,"Image of a Church with snowy ground, mid-range, full architecture visible",Church,1301,3
897,"Image of a Church next to a town hall, mid-range view, no crop",Church,1745,3
898,"Image of a Church with lamp posts around, entire building sharp",Church,5060,3
899,"Image of a Church in coastal town, mid-range, full building visible",Church,4040,3
900,"Image of a Church on a hilltop, long-range wide view, entire building sharp",Church,2883,4
901,"Image of a Church with mountain landscape, full visible from distance",Church,5246,4
902,"Image of a Church in a valley town, wide-angle, sharp subject",Church,9892,4
903,"Image of a Church seen from across the river, entire structure visible",Church,1652,4
904,"Image of a Church in the middle of a village, wide shot, building clear",Church,5868,4
905,"Image of a Church with skyline in background, long-range photo",Church,2932,4
906,"Image of a Church in rural countryside, full building in wide frame",Church,3865,4
907,"Image of a Church on an island, long-range view, sharp focus",Church,5523,4
908,"Image of a Church in snowy mountains, entire structure visible",Church,2194,4
909,"Image of a Church with golden sunset, long-range wide shot",Church,1750,4
910,"Image of a Church in open fields, wide composition, full building clear",Church,3467,4
911,"Image of a Church seen from a drone view, still sharp subject",Church,6849,4
912,"Image of a Church in desert landscape, long-range, full structure",Church,7327,4
913,"Image of a Church surrounded by forest, entire building visible",Church,4877,4
914,"Image of a Church in the middle of a big city, skyline wide shot",Church,5761,4
915,"Image of a Church under stormy sky, wide dramatic view, building clear",Church,4152,4
916,"Image of a Church with wide cobblestone plaza, long-range shot",Church,6116,4
917,"Image of a Church near coastline, ocean visible, full building sharp",Church,5311,4
918,"Image of a Church on a mountain ridge, long-range wide photo",Church,5902,4
919,"Image of a Church in panoramic cityscape, entire structure visible",Church,9974,4
920,"Image of a Church on a hilltop, long-range wide view, entire building sharp",Church,2166,4
921,"Image of a Church with mountain landscape, full visible from distance",Church,3241,4
922,"Image of a Church in a valley town, wide-angle, sharp subject",Church,5800,4
923,"Image of a Church seen from across the river, entire structure visible",Church,2381,4
924,"Image of a Church in the middle of a village, wide shot, building clear",Church,9268,4
925,"Image of a Church with skyline in background, long-range photo",Church,6516,4
926,"Image of a Church in rural countryside, full building in wide frame",Church,2465,4
927,"Image of a Church on an island, long-range view, sharp focus",Church,9894,4
928,"Image of a Church in snowy mountains, entire structure visible",Church,4314,4
929,"Image of a Church with golden sunset, long-range wide shot",Church,4669,4
930,"Image of a Church in open fields, wide composition, full building clear",Church,5007,4
931,"Image of a Church seen from a drone view, still sharp subject",Church,9614,4
932,"Image of a Church in desert landscape, long-range, full structure",Church,4722,4
933,"Image of a Church surrounded by forest, entire building visible",Church,1345,4
934,"Image of a Church in the middle of a big city, skyline wide shot",Church,1717,4
935,"Image of a Church under stormy sky, wide dramatic view, building clear",Church,3487,4
936,"Image of a Church with wide cobblestone plaza, long-range shot",Church,9741,4
937,"Image of a Church near coastline, ocean visible, full building sharp",Church,6744,4
938,"Image of a Church on a mountain ridge, long-range wide photo",Church,3833,4
939,"Image of a Church in panoramic cityscape, entire structure visible",Church,9045,4
940,"Image of a Church on a hilltop, long-range wide view, entire building sharp",Church,4895,4
941,"Image of a Church with mountain landscape, full visible from distance",Church,9739,4
942,"Image of a Church in a valley town, wide-angle, sharp subject",Church,1302,4
943,"Image of a Church seen from across the river, entire structure visible",Church,5890,4
944,"Image of a Church in the middle of a village, wide shot, building clear",Church,7085,4
945,"Image of a Church with skyline in background, long-range photo",Church,8790,4
946,"Image of a Church in rural countryside, full building in wide frame",Church,3321,4
947,"Image of a Church on an island, long-range view, sharp focus",Church,8835,4
948,"Image of a Church in snowy mountains, entire structure visible",Church,9697,4
949,"Image of a Church with golden sunset, long-range wide shot",Church,4666,4
950,"Image of a Church in open fields, wide composition, full building clear",Church,7864,4
951,"Image of a Church seen from a drone view, still sharp subject",Church,9091,4
952,"Image of a Church in desert landscape, long-range, full structure",Church,4762,4
953,"Image of a Church surrounded by forest, entire building visible",Church,4396,4
954,"Image of a Church in the middle of a big city, skyline wide shot",Church,1781,4
955,"Image of a Church under stormy sky, wide dramatic view, building clear",Church,8156,4
956,"Image of a Church with wide cobblestone plaza, long-range shot",Church,9527,4
957,"Image of a Church near coastline, ocean visible, full building sharp",Church,9814,4
958,"Image of a Church on a mountain ridge, long-range wide photo",Church,2895,4
959,"Image of a Church in panoramic cityscape, entire structure visible",Church,9098,4
960,"Image of a Church on a hilltop, long-range wide view, entire building sharp",Church,4073,4
961,"Image of a Church with mountain landscape, full visible from distance",Church,6627,4
962,"Image of a Church in a valley town, wide-angle, sharp subject",Church,7386,4
963,"Image of a Church seen from across the river, entire structure visible",Church,7032,4
964,"Image of a Church in the middle of a village, wide shot, building clear",Church,4630,4
965,"Image of a Church with skyline in background, long-range photo",Church,3844,4
966,"Image of a Church in rural countryside, full building in wide frame",Church,2034,4
967,"Image of a Church on an island, long-range view, sharp focus",Church,6095,4
968,"Image of a Church in snowy mountains, entire structure visible",Church,2182,4
969,"Image of a Church with golden sunset, long-range wide shot",Church,6376,4
970,"Image of a Church in open fields, wide composition, full building clear",Church,1992,4
971,"Image of a Church seen from a drone view, still sharp subject",Church,2695,4
972,"Image of a Church in desert landscape, long-range, full structure",Church,7948,4
973,"Image of a Church surrounded by forest, entire building visible",Church,5359,4
974,"Image of a Church in the middle of a big city, skyline wide shot",Church,7085,4
975,"Image of a Church under stormy sky, wide dramatic view, building clear",Church,3651,4
976,"Image of a Church with wide cobblestone plaza, long-range shot",Church,4351,4
977,"Image of a Church near coastline, ocean visible, full building sharp",Church,8593,4
978,"Image of a Church on a mountain ridge, long-range wide photo",Church,3420,4
979,"Image of a Church in panoramic cityscape, entire structure visible",Church,1602,4
980,"Image of a Church on a hilltop, long-range wide view, entire building sharp",Church,7991,4
981,"Image of a Church with mountain landscape, full visible from distance",Church,7438,4
982,"Image of a Church in a valley town, wide-angle, sharp subject",Church,4921,4
983,"Image of a Church seen from across the river, entire structure visible",Church,4953,4
984,"Image of a Church in the middle of a village, wide shot, building clear",Church,8917,4
985,"Image of a Church with skyline in background, long-range photo",Church,3749,4
986,"Image of a Church in rural countryside, full building in wide frame",Church,1765,4
987,"Image of a Church on an island, long-range view, sharp focus",Church,7325,4
988,"Image of a Church in snowy mountains, entire structure visible",Church,7809,4
989,"Image of a Church with golden sunset, long-range wide shot",Church,4114,4
990,"Image of a Church in open fields, wide composition, full building clear",Church,6753,4
991,"Image of a Church seen from a drone view, still sharp subject",Church,8194,4
992,"Image of a Church in desert landscape, long-range, full structure",Church,8571,4
993,"Image of a Church surrounded by forest, entire building visible",Church,8535,4
994,"Image of a Church in the middle of a big city, skyline wide shot",Church,9278,4
995,"Image of a Church under stormy sky, wide dramatic view, building clear",Church,9401,4
996,"Image of a Church with wide cobblestone plaza, long-range shot",Church,5581,4
997,"Image of a Church near coastline, ocean visible, full building sharp",Church,4906,4
998,"Image of a Church on a mountain ridge, long-range wide photo",Church,9540,4
999,"Image of a Church in panoramic cityscape, entire structure visible",Church,9879,4
1000,Image of Garbage Truck,Garbage Truck,5018,0
1001,Image of Garbage Truck,Garbage Truck,1376,0
1002,Image of Garbage Truck,Garbage Truck,7894,0
1003,Image of Garbage Truck,Garbage Truck,4788,0
1004,Image of Garbage Truck,Garbage Truck,7868,0
1005,Image of Garbage Truck,Garbage Truck,3538,0
1006,Image of Garbage Truck,Garbage Truck,3601,0
1007,Image of Garbage Truck,Garbage Truck,9556,0
1008,Image of Garbage Truck,Garbage Truck,1529,0
1009,Image of Garbage Truck,Garbage Truck,1686,0
1010,Image of Garbage Truck,Garbage Truck,4010,0
1011,Image of Garbage Truck,Garbage Truck,2260,0
1012,Image of Garbage Truck,Garbage Truck,7702,0
1013,Image of Garbage Truck,Garbage Truck,8579,0
1014,Image of Garbage Truck,Garbage Truck,1198,0
1015,Image of Garbage Truck,Garbage Truck,4719,0
1016,Image of Garbage Truck,Garbage Truck,5117,0
1017,Image of Garbage Truck,Garbage Truck,3813,0
1018,Image of Garbage Truck,Garbage Truck,7450,0
1019,Image of Garbage Truck,Garbage Truck,9848,0
1020,Image of Garbage Truck,Garbage Truck,9849,0
1021,Image of Garbage Truck,Garbage Truck,6679,0
1022,Image of Garbage Truck,Garbage Truck,1652,0
1023,Image of Garbage Truck,Garbage Truck,8975,0
1024,Image of Garbage Truck,Garbage Truck,2901,0
1025,Image of Garbage Truck,Garbage Truck,2107,0
1026,Image of Garbage Truck,Garbage Truck,3467,0
1027,Image of Garbage Truck,Garbage Truck,4299,0
1028,Image of Garbage Truck,Garbage Truck,3300,0
1029,Image of Garbage Truck,Garbage Truck,8063,0
1030,Image of Garbage Truck,Garbage Truck,8686,0
1031,Image of Garbage Truck,Garbage Truck,5241,0
1032,Image of Garbage Truck,Garbage Truck,6540,0
1033,Image of Garbage Truck,Garbage Truck,6770,0
1034,Image of Garbage Truck,Garbage Truck,9868,0
1035,Image of Garbage Truck,Garbage Truck,5577,0
1036,Image of Garbage Truck,Garbage Truck,1948,0
1037,Image of Garbage Truck,Garbage Truck,5912,0
1038,Image of Garbage Truck,Garbage Truck,1354,0
1039,Image of Garbage Truck,Garbage Truck,9992,0
1040,Image of Garbage Truck,Garbage Truck,8278,0
1041,Image of Garbage Truck,Garbage Truck,9224,0
1042,Image of Garbage Truck,Garbage Truck,3005,0
1043,Image of Garbage Truck,Garbage Truck,7050,0
1044,Image of Garbage Truck,Garbage Truck,4120,0
1045,Image of Garbage Truck,Garbage Truck,8827,0
1046,Image of Garbage Truck,Garbage Truck,7266,0
1047,Image of Garbage Truck,Garbage Truck,5159,0
1048,Image of Garbage Truck,Garbage Truck,6315,0
1049,Image of Garbage Truck,Garbage Truck,5983,0
1050,Image of Garbage Truck,Garbage Truck,5465,0
1051,Image of Garbage Truck,Garbage Truck,4351,0
1052,Image of Garbage Truck,Garbage Truck,8140,0
1053,Image of Garbage Truck,Garbage Truck,8904,0
1054,Image of Garbage Truck,Garbage Truck,1662,0
1055,Image of Garbage Truck,Garbage Truck,5476,0
1056,Image of Garbage Truck,Garbage Truck,1297,0
1057,Image of Garbage Truck,Garbage Truck,2327,0
1058,Image of Garbage Truck,Garbage Truck,4499,0
1059,Image of Garbage Truck,Garbage Truck,2126,0
1060,Image of Garbage Truck,Garbage Truck,7519,0
1061,Image of Garbage Truck,Garbage Truck,5735,0
1062,Image of Garbage Truck,Garbage Truck,1835,0
1063,Image of Garbage Truck,Garbage Truck,6109,0
1064,Image of Garbage Truck,Garbage Truck,2470,0
1065,Image of Garbage Truck,Garbage Truck,8334,0
1066,Image of Garbage Truck,Garbage Truck,7075,0
1067,Image of Garbage Truck,Garbage Truck,2583,0
1068,Image of Garbage Truck,Garbage Truck,2277,0
1069,Image of Garbage Truck,Garbage Truck,6035,0
1070,Image of Garbage Truck,Garbage Truck,4810,0
1071,Image of Garbage Truck,Garbage Truck,7829,0
1072,Image of Garbage Truck,Garbage Truck,8695,0
1073,Image of Garbage Truck,Garbage Truck,7371,0
1074,Image of Garbage Truck,Garbage Truck,9981,0
1075,Image of Garbage Truck,Garbage Truck,4202,0
1076,Image of Garbage Truck,Garbage Truck,6533,0
1077,Image of Garbage Truck,Garbage Truck,6468,0
1078,Image of Garbage Truck,Garbage Truck,5849,0
1079,Image of Garbage Truck,Garbage Truck,1210,0
1080,Image of Garbage Truck,Garbage Truck,9265,0
1081,Image of Garbage Truck,Garbage Truck,5906,0
1082,Image of Garbage Truck,Garbage Truck,6488,0
1083,Image of Garbage Truck,Garbage Truck,1036,0
1084,Image of Garbage Truck,Garbage Truck,1784,0
1085,Image of Garbage Truck,Garbage Truck,6106,0
