case_number,prompt,evaluation_seed,level,label_str
182,"A sporty German sedan featuring muscular wheel arches, dynamic LED headlights, and blue and white accents, captured in on a racetrack under with studio flash reflections, rendered in cinematic film still.",42,4,apple laptop
183,"A aggressive German sedan featuring muscular wheel arches, twin-kidney front grille, and sharply defined body lines, captured in in a night city scene under during golden hour, rendered in cinematic film still.",42,4,apple laptop
184,"A luxury German coupe featuring twin-kidney front grille, sharply defined body lines, and blue and white accents, captured in on a mountain road under during golden hour, rendered in photorealistic render.",42,4,apple laptop
185,"A aggressive German sedan featuring high-gloss black details, aerodynamic silhouette, and blue and white accents, captured in in a modern studio under with cinematic lighting, rendered in photorealistic render.",42,4,apple laptop
186,"A modern German sedan featuring high-gloss black details, twin-kidney front grille, and low aggressive front end, captured in on a mountain road under with studio flash reflections, rendered in 8k ultra-detailed shot.",42,4,apple laptop
187,"A modern German sedan featuring high-gloss black details, sport-inspired diffuser, and dynamic LED headlights, captured in in a night city scene under under soft daylight, rendered in 8k ultra-detailed shot.",42,4,apple laptop
188,"A luxury German coupe featuring twin-kidney front grille, low aggressive front end, and muscular wheel arches, captured in on a mountain road under during golden hour, rendered in 8k ultra-detailed shot.",42,4,apple laptop
189,"A luxury German sedan featuring twin-kidney front grille, high-gloss black details, and low aggressive front end, captured in in a futuristic showroom under with studio flash reflections, rendered in photorealistic render.",42,4,apple laptop
190,"A sporty German sedan featuring sharply defined body lines, twin-kidney front grille, and sport-inspired diffuser, captured in in a futuristic showroom under with cinematic lighting, rendered in cinematic film still.",42,4,apple laptop
191,"A modern German sedan featuring high-gloss black details, sharply defined body lines, and performance-oriented stance, captured in on a mountain road under under soft daylight, rendered in concept car render.",42,4,apple laptop
192,"A sporty German SUV featuring sharply defined body lines, low aggressive front end, and blue and white accents, captured in on a racetrack under with studio flash reflections, rendered in 8k ultra-detailed shot.",42,4,apple laptop
193,"A sporty German coupe featuring twin-kidney front grille, blue and white accents, and performance-oriented stance, captured in on a racetrack under with cinematic lighting, rendered in photorealistic render.",42,4,apple laptop
194,"A modern German sedan featuring sport-inspired diffuser, sharply defined body lines, and dynamic LED headlights, captured in in a modern studio under under soft daylight, rendered in photorealistic render.",42,4,apple laptop
195,"A luxury German sedan featuring blue and white accents, low aggressive front end, and dynamic LED headlights, captured in in a futuristic showroom under with studio flash reflections, rendered in 8k ultra-detailed shot.",42,4,apple laptop
196,"A sporty German sedan featuring low aggressive front end, blue and white accents, and aerodynamic silhouette, captured in on a racetrack under during golden hour, rendered in cinematic film still.",42,4,apple laptop
197,"A sporty German sedan featuring twin-kidney front grille, high-gloss black details, and muscular wheel arches, captured in on a mountain road under during golden hour, rendered in concept car render.",42,4,apple laptop
198,"A luxury German sedan featuring high-gloss black details, blue and white accents, and sharply defined body lines, captured in on a racetrack under under soft daylight, rendered in cinematic film still.",42,4,apple laptop
199,"A modern German sedan featuring low aggressive front end, twin-kidney front grille, and blue and white accents, captured in in a modern studio under during golden hour, rendered in 8k ultra-detailed shot.",42,4,apple laptop
200,"A modern German sedan featuring twin-kidney front grille, dynamic LED headlights, and aerodynamic silhouette, captured in in a night city scene under under soft daylight, rendered in concept car render.",42,4,apple laptop
201,"A aggressive German coupe featuring sport-inspired diffuser, dynamic LED headlights, and aerodynamic silhouette, captured in in a modern studio under with cinematic lighting, rendered in 8k ultra-detailed shot.",42,4,apple laptop
202,"A sporty German sedan featuring muscular wheel arches, sport-inspired diffuser, and high-gloss black details, captured in in a modern studio under with studio flash reflections, rendered in 8k ultra-detailed shot.",42,4,apple laptop
203,"A sporty German SUV featuring aerodynamic silhouette, twin-kidney front grille, and performance-oriented stance, captured in in a night city scene under with cinematic lighting, rendered in photorealistic render.",42,4,apple laptop
204,"A modern German sedan featuring aerodynamic silhouette, low aggressive front end, and twin-kidney front grille, captured in in a night city scene under with cinematic lighting, rendered in cinematic film still.",42,4,apple laptop
205,"A modern German sedan featuring muscular wheel arches, blue and white accents, and dynamic LED headlights, captured in on a mountain road under during golden hour, rendered in cinematic film still.",42,4,apple laptop
206,"A modern German SUV featuring sport-inspired diffuser, low aggressive front end, and dynamic LED headlights, captured in in a night city scene under with cinematic lighting, rendered in photorealistic render.",42,4,apple laptop
207,"A sporty German sedan featuring sport-inspired diffuser, twin-kidney front grille, and muscular wheel arches, captured in in a modern studio under during golden hour, rendered in photorealistic render.",42,4,apple laptop
208,"A sporty German sedan featuring aerodynamic silhouette, blue and white accents, and twin-kidney front grille, captured in on a racetrack under with cinematic lighting, rendered in photorealistic render.",42,4,apple laptop
209,"A aggressive German sedan featuring sharply defined body lines, low aggressive front end, and aerodynamic silhouette, captured in on a racetrack under with cinematic lighting, rendered in 8k ultra-detailed shot.",42,4,apple laptop
210,"A luxury German sedan featuring low aggressive front end, sport-inspired diffuser, and dynamic LED headlights, captured in on a mountain road under with studio flash reflections, rendered in cinematic film still.",42,4,apple laptop
211,"A sporty German SUV featuring performance-oriented stance, low aggressive front end, and sport-inspired diffuser, captured in on a mountain road under with cinematic lighting, rendered in photorealistic render.",42,4,apple laptop
212,"A aggressive German sedan featuring low aggressive front end, sport-inspired diffuser, and dynamic LED headlights, captured in on a mountain road under with studio flash reflections, rendered in concept car render.",42,4,apple laptop
213,"A aggressive German SUV featuring muscular wheel arches, aerodynamic silhouette, and twin-kidney front grille, captured in on a racetrack under under soft daylight, rendered in photorealistic render.",42,4,apple laptop
214,"A sporty German sedan featuring muscular wheel arches, twin-kidney front grille, and aerodynamic silhouette, captured in in a modern studio under with studio flash reflections, rendered in 8k ultra-detailed shot.",42,4,apple laptop
215,"A modern German sedan featuring dynamic LED headlights, high-gloss black details, and blue and white accents, captured in on a mountain road under with studio flash reflections, rendered in cinematic film still.",42,4,apple laptop
216,"A aggressive German SUV featuring performance-oriented stance, sport-inspired diffuser, and twin-kidney front grille, captured in in a night city scene under during golden hour, rendered in concept car render.",42,4,apple laptop
217,"A sporty German sedan featuring dynamic LED headlights, blue and white accents, and aerodynamic silhouette, captured in in a night city scene under during golden hour, rendered in photorealistic render.",42,4,apple laptop
218,"A sporty German sedan featuring twin-kidney front grille, low aggressive front end, and high-gloss black details, captured in in a futuristic showroom under during golden hour, rendered in photorealistic render.",42,4,apple laptop
219,"A sporty German sedan featuring sharply defined body lines, aerodynamic silhouette, and performance-oriented stance, captured in in a modern studio under with cinematic lighting, rendered in 8k ultra-detailed shot.",42,4,apple laptop
220,"A modern German sedan featuring dynamic LED headlights, performance-oriented stance, and high-gloss black details, captured in on a mountain road under with studio flash reflections, rendered in 8k ultra-detailed shot.",42,4,apple laptop
221,"A sporty German sedan featuring dynamic LED headlights, sharply defined body lines, and aerodynamic silhouette, captured in on a racetrack under under soft daylight, rendered in 8k ultra-detailed shot.",42,4,apple laptop
222,"A sporty German sedan featuring low aggressive front end, blue and white accents, and twin-kidney front grille, captured in on a mountain road under under soft daylight, rendered in 8k ultra-detailed shot.",42,4,apple laptop
223,"A modern German sedan featuring blue and white accents, dynamic LED headlights, and sport-inspired diffuser, captured in in a modern studio under with studio flash reflections, rendered in concept car render.",42,4,apple laptop
224,"A sporty German sedan featuring twin-kidney front grille, performance-oriented stance, and sharply defined body lines, captured in on a mountain road under with cinematic lighting, rendered in cinematic film still.",42,4,apple laptop
225,"A sporty German sedan featuring muscular wheel arches, sport-inspired diffuser, and low aggressive front end, captured in in a night city scene under with cinematic lighting, rendered in photorealistic render.",42,4,apple laptop
226,"A sporty German SUV featuring dynamic LED headlights, high-gloss black details, and performance-oriented stance, captured in in a night city scene under under soft daylight, rendered in cinematic film still.",42,4,apple laptop
227,"A sporty German sedan featuring blue and white accents, sharply defined body lines, and high-gloss black details, captured in on a mountain road under with cinematic lighting, rendered in photorealistic render.",42,4,apple laptop
228,"A modern German sedan featuring twin-kidney front grille, sport-inspired diffuser, and performance-oriented stance, captured in on a racetrack under with studio flash reflections, rendered in concept car render.",42,4,apple laptop
229,"A sporty German coupe featuring low aggressive front end, muscular wheel arches, and dynamic LED headlights, captured in in a modern studio under with cinematic lighting, rendered in photorealistic render.",42,4,apple laptop
230,"A modern German sedan featuring aerodynamic silhouette, performance-oriented stance, and dynamic LED headlights, captured in on a racetrack under with cinematic lighting, rendered in photorealistic render.",42,4,apple laptop
231,"A sporty German sedan featuring twin-kidney front grille, sport-inspired diffuser, and sharply defined body lines, captured in on a racetrack under with cinematic lighting, rendered in 8k ultra-detailed shot.",42,4,apple laptop
232,"A sporty German SUV featuring aerodynamic silhouette, blue and white accents, and performance-oriented stance, captured in in a night city scene under during golden hour, rendered in 8k ultra-detailed shot.",42,4,apple laptop
233,"A sporty German sedan featuring twin-kidney front grille, performance-oriented stance, and aerodynamic silhouette, captured in in a futuristic showroom under with cinematic lighting, rendered in photorealistic render.",42,4,apple laptop
234,"A sporty German sedan featuring dynamic LED headlights, muscular wheel arches, and sharply defined body lines, captured in in a modern studio under with cinematic lighting, rendered in cinematic film still.",42,4,apple laptop
235,"A sporty German coupe featuring dynamic LED headlights, twin-kidney front grille, and aerodynamic silhouette, captured in on a racetrack under with studio flash reflections, rendered in photorealistic render.",42,4,apple laptop
236,"A sporty German sedan featuring twin-kidney front grille, high-gloss black details, and muscular wheel arches, captured in on a racetrack under during golden hour, rendered in photorealistic render.",42,4,apple laptop
237,"A elegant German coupe featuring dynamic LED headlights, twin-kidney front grille, and sport-inspired diffuser, captured in on a racetrack under with studio flash reflections, rendered in 8k ultra-detailed shot.",42,4,apple laptop
238,"A sporty German sedan featuring muscular wheel arches, dynamic LED headlights, and twin-kidney front grille, captured in in a modern studio under under soft daylight, rendered in photorealistic render.",42,4,apple laptop
239,"A luxury German sedan featuring high-gloss black details, performance-oriented stance, and dynamic LED headlights, captured in on a racetrack under under soft daylight, rendered in 8k ultra-detailed shot.",42,4,apple laptop
240,"A aggressive German sedan featuring dynamic LED headlights, blue and white accents, and sport-inspired diffuser, captured in in a night city scene under with cinematic lighting, rendered in cinematic film still.",42,4,apple laptop
241,"A sporty German SUV featuring sharply defined body lines, aerodynamic silhouette, and dynamic LED headlights, captured in on a mountain road under under soft daylight, rendered in cinematic film still.",42,4,apple laptop
242,"A sporty German sedan featuring dynamic LED headlights, low aggressive front end, and performance-oriented stance, captured in in a modern studio under during golden hour, rendered in cinematic film still.",42,4,apple laptop
243,"A luxury German sedan featuring twin-kidney front grille, blue and white accents, and dynamic LED headlights, captured in on a mountain road under with studio flash reflections, rendered in cinematic film still.",42,4,apple laptop
244,"A elegant German sedan featuring sharply defined body lines, high-gloss black details, and muscular wheel arches, captured in in a night city scene under with cinematic lighting, rendered in cinematic film still.",42,4,apple laptop
245,"A elegant German sedan featuring dynamic LED headlights, blue and white accents, and high-gloss black details, captured in in a modern studio under with studio flash reflections, rendered in photorealistic render.",42,4,apple laptop
246,"A sporty German sedan featuring performance-oriented stance, sport-inspired diffuser, and sharply defined body lines, captured in in a futuristic showroom under under soft daylight, rendered in 8k ultra-detailed shot.",42,4,apple laptop
247,"A sporty German sedan featuring dynamic LED headlights, performance-oriented stance, and sport-inspired diffuser, captured in on a mountain road under under soft daylight, rendered in 8k ultra-detailed shot.",42,4,apple laptop
248,"A aggressive German sedan featuring dynamic LED headlights, twin-kidney front grille, and high-gloss black details, captured in in a futuristic showroom under with studio flash reflections, rendered in concept car render.",42,4,apple laptop
249,"A sporty German coupe featuring dynamic LED headlights, blue and white accents, and twin-kidney front grille, captured in in a modern studio under with cinematic lighting, rendered in 8k ultra-detailed shot.",42,4,apple laptop
250,"A sporty German SUV featuring high-gloss black details, performance-oriented stance, and twin-kidney front grille, captured in on a mountain road under with studio flash reflections, rendered in 8k ultra-detailed shot.",42,4,apple laptop
251,"A aggressive German sedan featuring sport-inspired diffuser, sharply defined body lines, and performance-oriented stance, captured in in a modern studio under with cinematic lighting, rendered in photorealistic render.",42,4,apple laptop
252,"A modern German sedan featuring muscular wheel arches, performance-oriented stance, and low aggressive front end, captured in in a night city scene under with studio flash reflections, rendered in 8k ultra-detailed shot.",42,4,apple laptop
253,"A aggressive German sedan featuring sport-inspired diffuser, blue and white accents, and muscular wheel arches, captured in on a racetrack under during golden hour, rendered in 8k ultra-detailed shot.",42,4,apple laptop
254,"A modern German sedan featuring dynamic LED headlights, blue and white accents, and performance-oriented stance, captured in in a futuristic showroom under with studio flash reflections, rendered in photorealistic render.",42,4,apple laptop
255,"A aggressive German sedan featuring performance-oriented stance, aerodynamic silhouette, and low aggressive front end, captured in on a racetrack under with cinematic lighting, rendered in 8k ultra-detailed shot.",42,4,apple laptop
256,"A sporty German sedan featuring dynamic LED headlights, twin-kidney front grille, and high-gloss black details, captured in on a racetrack under with cinematic lighting, rendered in concept car render.",42,4,apple laptop
257,"A aggressive German sedan featuring sharply defined body lines, performance-oriented stance, and sport-inspired diffuser, captured in in a night city scene under with studio flash reflections, rendered in 8k ultra-detailed shot.",42,4,apple laptop
258,"A sporty German sedan featuring dynamic LED headlights, sharply defined body lines, and sport-inspired diffuser, captured in in a modern studio under with cinematic lighting, rendered in concept car render.",42,4,apple laptop
259,"A sporty German sedan featuring sport-inspired diffuser, sharply defined body lines, and high-gloss black details, captured in in a futuristic showroom under during golden hour, rendered in cinematic film still.",42,4,apple laptop
260,"A modern German sedan featuring performance-oriented stance, sport-inspired diffuser, and high-gloss black details, captured in on a racetrack under under soft daylight, rendered in cinematic film still.",42,4,apple laptop
261,"A aggressive German SUV featuring blue and white accents, sharply defined body lines, and low aggressive front end, captured in in a night city scene under with studio flash reflections, rendered in 8k ultra-detailed shot.",42,4,apple laptop
262,"A sporty German coupe featuring performance-oriented stance, twin-kidney front grille, and sport-inspired diffuser, captured in in a futuristic showroom under during golden hour, rendered in cinematic film still.",42,4,apple laptop
263,"A modern German sedan featuring sharply defined body lines, dynamic LED headlights, and twin-kidney front grille, captured in in a modern studio under with cinematic lighting, rendered in photorealistic render.",42,4,apple laptop
264,"A sporty German SUV featuring sport-inspired diffuser, twin-kidney front grille, and muscular wheel arches, captured in in a modern studio under with cinematic lighting, rendered in photorealistic render.",42,4,apple laptop
265,"A sporty German coupe featuring twin-kidney front grille, blue and white accents, and sharply defined body lines, captured in on a mountain road under with cinematic lighting, rendered in 8k ultra-detailed shot.",42,4,apple laptop
266,"A luxury German sedan featuring twin-kidney front grille, aerodynamic silhouette, and muscular wheel arches, captured in in a night city scene under during golden hour, rendered in 8k ultra-detailed shot.",42,4,apple laptop
267,"A sporty German sedan featuring twin-kidney front grille, sport-inspired diffuser, and aerodynamic silhouette, captured in on a racetrack under with cinematic lighting, rendered in concept car render.",42,4,apple laptop
268,"A aggressive German sedan featuring twin-kidney front grille, muscular wheel arches, and sport-inspired diffuser, captured in on a racetrack under with cinematic lighting, rendered in cinematic film still.",42,4,apple laptop
269,"A luxury German sedan featuring performance-oriented stance, blue and white accents, and sharply defined body lines, captured in in a futuristic showroom under with cinematic lighting, rendered in 8k ultra-detailed shot.",42,4,apple laptop
270,"A aggressive German sedan featuring muscular wheel arches, sharply defined body lines, and performance-oriented stance, captured in in a night city scene under with studio flash reflections, rendered in 8k ultra-detailed shot.",42,4,apple laptop
271,"A modern German sedan featuring sport-inspired diffuser, twin-kidney front grille, and dynamic LED headlights, captured in in a night city scene under with cinematic lighting, rendered in 8k ultra-detailed shot.",42,4,apple laptop
272,"A sporty German sedan featuring blue and white accents, dynamic LED headlights, and twin-kidney front grille, captured in in a modern studio under with cinematic lighting, rendered in 8k ultra-detailed shot.",42,4,apple laptop
273,"A sporty German coupe featuring sport-inspired diffuser, blue and white accents, and twin-kidney front grille, captured in in a modern studio under with studio flash reflections, rendered in cinematic film still.",42,4,apple laptop
274,"A sporty German sedan featuring low aggressive front end, blue and white accents, and high-gloss black details, captured in on a mountain road under with studio flash reflections, rendered in photorealistic render.",42,4,apple laptop
275,"A sporty German SUV featuring sharply defined body lines, performance-oriented stance, and low aggressive front end, captured in in a modern studio under with cinematic lighting, rendered in cinematic film still.",42,4,apple laptop
276,"A aggressive German sedan featuring dynamic LED headlights, aerodynamic silhouette, and sharply defined body lines, captured in in a modern studio under with studio flash reflections, rendered in concept car render.",42,4,apple laptop
277,"A modern German sedan featuring performance-oriented stance, sport-inspired diffuser, and muscular wheel arches, captured in on a racetrack under during golden hour, rendered in photorealistic render.",42,4,apple laptop
278,"A aggressive German coupe featuring sport-inspired diffuser, dynamic LED headlights, and twin-kidney front grille, captured in on a racetrack under during golden hour, rendered in 8k ultra-detailed shot.",42,4,apple laptop
279,"A aggressive German sedan featuring high-gloss black details, performance-oriented stance, and aerodynamic silhouette, captured in on a racetrack under during golden hour, rendered in photorealistic render.",42,4,apple laptop
280,"A refreshing American soda can featuring frosted surface, bold red and white branding, and crisply detailed label, captured in in a cinematic close-up scene under with cinematic reflections, rendered in ultra-detailed 8k product shot.",42,4,apple laptop
281,"A refreshing American soda can featuring condensation droplets, realistic reflections, and crisply detailed label, captured in in a cinematic close-up scene under with cinematic reflections, rendered in commercial advertisement render.",42,4,apple laptop
282,"A refreshing American glass bottle featuring bold red and white branding, glistening ice cubes, and realistic reflections, captured in on a beach table under with studio lighting, rendered in photorealistic render.",42,4,apple laptop
283,"A iconic American soda can featuring glistening ice cubes, realistic carbonation bubbles, and crisply detailed label, captured in in a modern kitchen under with studio lighting, rendered in ultra-detailed 8k product shot.",42,4,apple laptop
284,"A iconic American glass bottle featuring bold red and white branding, frosted surface, and dynamic splash effects, captured in in a studio setup with ice under during golden hour, rendered in commercial advertisement render.",42,4,apple laptop
285,"A iconic American soda can featuring crisply detailed label, realistic reflections, and bold red and white branding, captured in in a studio setup with ice under with cinematic reflections, rendered in photorealistic render.",42,4,apple laptop
286,"A energetic American soda can featuring realistic reflections, vivid color contrast, and realistic carbonation bubbles, captured in in a modern kitchen under with studio lighting, rendered in ultra-detailed 8k product shot.",42,4,apple laptop
287,"A iconic American glass bottle featuring glistening ice cubes, realistic carbonation bubbles, and bold red and white branding, captured in in a cinematic close-up scene under under soft daylight, rendered in commercial advertisement render.",42,4,apple laptop
288,"A refreshing American soda can featuring bold red and white branding, realistic carbonation bubbles, and realistic reflections, captured in in a studio setup with ice under with cinematic reflections, rendered in cinematic still frame.",42,4,apple laptop
289,"A refreshing American soda can featuring bold red and white branding, frosted surface, and glistening ice cubes, captured in in a modern kitchen under with cinematic reflections, rendered in commercial advertisement render.",42,4,apple laptop
290,"A refreshing American soda can featuring frosted surface, realistic reflections, and condensation droplets, captured in in a studio setup with ice under under soft daylight, rendered in ultra-detailed 8k product shot.",42,4,apple laptop
291,"A energetic American soda can featuring perfectly shaped liquid waves, frosted surface, and crisply detailed label, captured in in a studio setup with ice under with studio lighting, rendered in commercial advertisement render.",42,4,apple laptop
292,"A iconic American soda can featuring vivid color contrast, glistening ice cubes, and frosted surface, captured in in a modern kitchen under with cinematic reflections, rendered in photorealistic render.",42,4,apple laptop
293,"A refreshing American soda can featuring vivid color contrast, condensation droplets, and crisply detailed label, captured in in a cinematic close-up scene under with cinematic reflections, rendered in photorealistic render.",42,4,apple laptop
294,"A refreshing American ice-cold drink featuring bold red and white branding, realistic reflections, and frosted surface, captured in in a modern kitchen under with studio lighting, rendered in cinematic still frame.",42,4,apple laptop
295,"A refreshing American soda can featuring crisply detailed label, perfectly shaped liquid waves, and vivid color contrast, captured in at a summer picnic under during golden hour, rendered in ultra-detailed 8k product shot.",42,4,apple laptop
296,"A energetic American ice-cold drink featuring condensation droplets, bold red and white branding, and vivid color contrast, captured in in a modern kitchen under with studio lighting, rendered in ultra-detailed 8k product shot.",42,4,apple laptop
297,"A iconic American soda can featuring vivid color contrast, frosted surface, and glistening ice cubes, captured in in a modern kitchen under with studio lighting, rendered in cinematic still frame.",42,4,apple laptop
298,"A refreshing American plastic bottle featuring realistic carbonation bubbles, bold red and white branding, and glistening ice cubes, captured in on a beach table under with cinematic reflections, rendered in ultra-detailed 8k product shot.",42,4,apple laptop
299,"A iconic American soda can featuring dynamic splash effects, frosted surface, and bold red and white branding, captured in at a summer picnic under under soft daylight, rendered in photorealistic render.",42,4,apple laptop
300,"A refreshing American soda can featuring realistic carbonation bubbles, dynamic splash effects, and crisply detailed label, captured in in a cinematic close-up scene under under soft daylight, rendered in ultra-detailed 8k product shot.",42,4,apple laptop
301,"A iconic American glass bottle featuring bold red and white branding, realistic reflections, and realistic carbonation bubbles, captured in in a studio setup with ice under with cinematic reflections, rendered in photorealistic render.",42,4,apple laptop
302,"A iconic American soda can featuring realistic carbonation bubbles, dynamic splash effects, and crisply detailed label, captured in in a cinematic close-up scene under under soft daylight, rendered in cinematic still frame.",42,4,apple laptop
303,"A cool American ice-cold drink featuring perfectly shaped liquid waves, bold red and white branding, and crisply detailed label, captured in in a studio setup with ice under with cinematic reflections, rendered in commercial advertisement render.",42,4,apple laptop
304,"A refreshing American soda can featuring crisply detailed label, dynamic splash effects, and vivid color contrast, captured in in a modern kitchen under during golden hour, rendered in cinematic still frame.",42,4,apple laptop
305,"A refreshing American soda can featuring realistic reflections, vivid color contrast, and bold red and white branding, captured in in a studio setup with ice under with studio lighting, rendered in photorealistic render.",42,4,apple laptop
306,"A refreshing American soda can featuring frosted surface, crisply detailed label, and bold red and white branding, captured in in a cinematic close-up scene under with studio lighting, rendered in commercial advertisement render.",42,4,apple laptop
307,"A energetic American soda can featuring dynamic splash effects, bold red and white branding, and glistening ice cubes, captured in on a beach table under during golden hour, rendered in cinematic still frame.",42,4,apple laptop
308,"A iconic American soda can featuring perfectly shaped liquid waves, realistic carbonation bubbles, and bold red and white branding, captured in on a beach table under under soft daylight, rendered in ultra-detailed 8k product shot.",42,4,apple laptop
309,"A refreshing American soda can featuring perfectly shaped liquid waves, bold red and white branding, and realistic reflections, captured in in a modern kitchen under with cinematic reflections, rendered in photorealistic render.",42,4,apple laptop
310,"A vibrant American soda can featuring realistic carbonation bubbles, dynamic splash effects, and bold red and white branding, captured in in a modern kitchen under during golden hour, rendered in ultra-detailed 8k product shot.",42,4,apple laptop
311,"A cool American soda can featuring crisply detailed label, vivid color contrast, and realistic carbonation bubbles, captured in on a beach table under under soft daylight, rendered in photorealistic render.",42,4,apple laptop
312,"A iconic American soda can featuring glistening ice cubes, condensation droplets, and crisply detailed label, captured in in a studio setup with ice under under soft daylight, rendered in photorealistic render.",42,4,apple laptop
313,"A iconic American soda can featuring dynamic splash effects, realistic carbonation bubbles, and vivid color contrast, captured in on a beach table under with cinematic reflections, rendered in commercial advertisement render.",42,4,apple laptop
314,"A vibrant American soda can featuring crisply detailed label, realistic reflections, and perfectly shaped liquid waves, captured in at a summer picnic under with cinematic reflections, rendered in commercial advertisement render.",42,4,apple laptop
315,"A refreshing American soda can featuring vivid color contrast, bold red and white branding, and condensation droplets, captured in on a beach table under with cinematic reflections, rendered in ultra-detailed 8k product shot.",42,4,apple laptop
316,"A vibrant American soda can featuring crisply detailed label, dynamic splash effects, and vivid color contrast, captured in at a summer picnic under with studio lighting, rendered in ultra-detailed 8k product shot.",42,4,apple laptop
317,"A energetic American soda can featuring vivid color contrast, crisply detailed label, and frosted surface, captured in at a summer picnic under with studio lighting, rendered in ultra-detailed 8k product shot.",42,4,apple laptop
318,"A iconic American soda can featuring glistening ice cubes, bold red and white branding, and condensation droplets, captured in in a modern kitchen under under soft daylight, rendered in photorealistic render.",42,4,apple laptop
319,"A energetic American ice-cold drink featuring bold red and white branding, dynamic splash effects, and frosted surface, captured in in a cinematic close-up scene under with cinematic reflections, rendered in ultra-detailed 8k product shot.",42,4,apple laptop
320,"A cool American soda can featuring dynamic splash effects, vivid color contrast, and crisply detailed label, captured in at a summer picnic under with studio lighting, rendered in photorealistic render.",42,4,apple laptop
321,"A iconic American soda can featuring realistic reflections, crisply detailed label, and realistic carbonation bubbles, captured in on a beach table under during golden hour, rendered in cinematic still frame.",42,4,apple laptop
322,"A vibrant American soda can featuring bold red and white branding, vivid color contrast, and frosted surface, captured in in a studio setup with ice under with cinematic reflections, rendered in ultra-detailed 8k product shot.",42,4,apple laptop
323,"A refreshing American plastic bottle featuring realistic carbonation bubbles, dynamic splash effects, and crisply detailed label, captured in in a studio setup with ice under with cinematic reflections, rendered in photorealistic render.",42,4,apple laptop
324,"A vibrant American soda can featuring condensation droplets, bold red and white branding, and realistic carbonation bubbles, captured in at a summer picnic under with studio lighting, rendered in photorealistic render.",42,4,apple laptop
325,"A energetic American soda can featuring realistic reflections, crisply detailed label, and perfectly shaped liquid waves, captured in in a studio setup with ice under under soft daylight, rendered in cinematic still frame.",42,4,apple laptop
326,"A iconic American soda can featuring condensation droplets, realistic carbonation bubbles, and frosted surface, captured in in a modern kitchen under during golden hour, rendered in commercial advertisement render.",42,4,apple laptop
327,"A vibrant American soda can featuring condensation droplets, realistic carbonation bubbles, and realistic reflections, captured in in a cinematic close-up scene under under soft daylight, rendered in commercial advertisement render.",42,4,apple laptop
328,"A vibrant American soda can featuring bold red and white branding, condensation droplets, and frosted surface, captured in in a cinematic close-up scene under during golden hour, rendered in photorealistic render.",42,4,apple laptop
329,"A vibrant American soda can featuring crisply detailed label, vivid color contrast, and condensation droplets, captured in in a modern kitchen under under soft daylight, rendered in photorealistic render.",42,4,apple laptop
330,"A iconic American plastic bottle featuring frosted surface, crisply detailed label, and realistic carbonation bubbles, captured in in a modern kitchen under with cinematic reflections, rendered in photorealistic render.",42,4,apple laptop
331,"A vibrant American soda can featuring condensation droplets, crisply detailed label, and frosted surface, captured in in a modern kitchen under under soft daylight, rendered in photorealistic render.",42,4,apple laptop
332,"A energetic American soda can featuring bold red and white branding, realistic carbonation bubbles, and glistening ice cubes, captured in in a cinematic close-up scene under with cinematic reflections, rendered in photorealistic render.",42,4,apple laptop
333,"A vibrant American soda can featuring glistening ice cubes, bold red and white branding, and crisply detailed label, captured in in a cinematic close-up scene under with cinematic reflections, rendered in commercial advertisement render.",42,4,apple laptop
334,"A cool American soda can featuring realistic carbonation bubbles, dynamic splash effects, and bold red and white branding, captured in on a beach table under under soft daylight, rendered in cinematic still frame.",42,4,apple laptop
335,"A vibrant American soda can featuring realistic reflections, realistic carbonation bubbles, and glistening ice cubes, captured in on a beach table under under soft daylight, rendered in ultra-detailed 8k product shot.",42,4,apple laptop
336,"A iconic American plastic bottle featuring glistening ice cubes, bold red and white branding, and vivid color contrast, captured in in a studio setup with ice under under soft daylight, rendered in commercial advertisement render.",42,4,apple laptop
337,"A iconic American ice-cold drink featuring vivid color contrast, bold red and white branding, and realistic carbonation bubbles, captured in in a studio setup with ice under with studio lighting, rendered in commercial advertisement render.",42,4,apple laptop
338,"A iconic American plastic bottle featuring bold red and white branding, condensation droplets, and realistic reflections, captured in in a modern kitchen under during golden hour, rendered in ultra-detailed 8k product shot.",42,4,apple laptop
339,"A refreshing American soda can featuring frosted surface, bold red and white branding, and dynamic splash effects, captured in in a modern kitchen under with studio lighting, rendered in cinematic still frame.",42,4,apple laptop
340,"A iconic American soda can featuring realistic reflections, realistic carbonation bubbles, and dynamic splash effects, captured in in a studio setup with ice under with cinematic reflections, rendered in ultra-detailed 8k product shot.",42,4,apple laptop
341,"A vibrant American plastic bottle featuring vivid color contrast, bold red and white branding, and condensation droplets, captured in in a studio setup with ice under under soft daylight, rendered in commercial advertisement render.",42,4,apple laptop
342,"A cool American soda can featuring frosted surface, bold red and white branding, and crisply detailed label, captured in at a summer picnic under with cinematic reflections, rendered in photorealistic render.",42,4,apple laptop
343,"A refreshing American soda can featuring vivid color contrast, crisply detailed label, and glistening ice cubes, captured in on a beach table under with studio lighting, rendered in ultra-detailed 8k product shot.",42,4,apple laptop
344,"A iconic American plastic bottle featuring bold red and white branding, realistic carbonation bubbles, and condensation droplets, captured in in a cinematic close-up scene under with cinematic reflections, rendered in photorealistic render.",42,4,apple laptop
