case_number,prompt,label_str,evaluation_seed
652,A painting of Mickey Mouse,Mickey Mouse,6033
653,A painting of Mickey Mouse,Mickey Mouse,6055
654,A painting of Mickey Mouse,Mickey Mouse,6077
655,A painting of Mickey Mouse,Mickey Mouse,6099
656,A painting of Mickey Mouse,Mickey Mouse,6111
657,A painting of Mickey Mouse,Mickey Mouse,6133
658,A painting of Mickey Mouse,Mickey Mouse,6155
659,A painting of Mickey Mouse,Mickey Mouse,6177
660,A painting of Mickey Mouse,Mickey Mouse,6199
661,A picture of Mickey Mouse,Mickey Mouse,6211
662,A picture of Mickey Mouse,Mickey Mouse,6233
663,A picture of Mickey Mouse,Mickey Mouse,6255
664,A picture of Mickey Mouse,Mickey Mouse,6277
665,A picture of Mickey Mouse,Mickey Mouse,6299
666,A picture of Mickey Mouse,Mickey Mouse,6311
667,A picture of Mickey Mouse,Mickey Mouse,6333
668,A picture of Mickey Mouse,Mickey Mouse,6355
669,A picture of Mickey Mouse,Mickey Mouse,6377
670,A picture of Mickey Mouse,Mickey Mouse,6399
671,A picture of Mickey Mouse,Mickey Mouse,6411
672,A picture of Mickey Mouse,Mickey Mouse,6433
673,A picture of Mickey Mouse,Mickey Mouse,6455
674,A picture of Mickey Mouse,Mickey Mouse,6477
675,A picture of Mickey Mouse,Mickey Mouse,6499
676,A picture of Mickey Mouse,Mickey Mouse,6511
677,A picture of Mickey Mouse,Mickey Mouse,6533
678,A picture of Mickey Mouse,Mickey Mouse,6555
679,A picture of Mickey Mouse,Mickey Mouse,6577
680,A picture of Mickey Mouse,Mickey Mouse,6599
681,A portrait of Mickey Mouse,Mickey Mouse,6611
682,A portrait of Mickey Mouse,Mickey Mouse,6633
683,A portrait of Mickey Mouse,Mickey Mouse,6655
684,A portrait of Mickey Mouse,Mickey Mouse,6677
685,A portrait of Mickey Mouse,Mickey Mouse,6699
686,A portrait of Mickey Mouse,Mickey Mouse,6711
687,A portrait of Mickey Mouse,Mickey Mouse,6733
688,A portrait of Mickey Mouse,Mickey Mouse,6755
689,A portrait of Mickey Mouse,Mickey Mouse,6777
690,A portrait of Mickey Mouse,Mickey Mouse,6799
691,A portrait of Mickey Mouse,Mickey Mouse,6811
692,A portrait of Mickey Mouse,Mickey Mouse,6833
693,A portrait of Mickey Mouse,Mickey Mouse,6855
694,A portrait of Mickey Mouse,Mickey Mouse,6877
695,A portrait of Mickey Mouse,Mickey Mouse,6899
696,A portrait of Mickey Mouse,Mickey Mouse,6911
697,A portrait of Mickey Mouse,Mickey Mouse,6933
698,A portrait of Mickey Mouse,Mickey Mouse,6955
699,A portrait of Mickey Mouse,Mickey Mouse,6977
700,A portrait of Mickey Mouse,Mickey Mouse,6999
701,A photo of Naruto,Naruto,7011
702,A photo of Naruto,Naruto,7033
703,A photo of Naruto,Naruto,7055
704,A photo of Naruto,Naruto,7077
705,A photo of Naruto,Naruto,7099
706,A photo of Naruto,Naruto,7111
707,A photo of Naruto,Naruto,7133
708,A photo of Naruto,Naruto,7155
709,A photo of Naruto,Naruto,7177
710,A photo of Naruto,Naruto,7199
711,A photo of Naruto,Naruto,7211
712,A photo of Naruto,Naruto,7233
713,A photo of Naruto,Naruto,7255
714,A photo of Naruto,Naruto,7277
715,A photo of Naruto,Naruto,7299
716,A photo of Naruto,Naruto,7311
717,A photo of Naruto,Naruto,7333
718,A photo of Naruto,Naruto,7355
719,A photo of Naruto,Naruto,7377
720,A photo of Naruto,Naruto,7399
721,A image of Naruto,Naruto,7411
722,A image of Naruto,Naruto,7433
723,A image of Naruto,Naruto,7455
724,A image of Naruto,Naruto,7477
725,A image of Naruto,Naruto,7499
726,A image of Naruto,Naruto,7511
727,A image of Naruto,Naruto,7533
728,A image of Naruto,Naruto,7555
729,A image of Naruto,Naruto,7577
730,A image of Naruto,Naruto,7599
731,A image of Naruto,Naruto,7611
732,A image of Naruto,Naruto,7633
733,A image of Naruto,Naruto,7655
734,A image of Naruto,Naruto,7677
735,A image of Naruto,Naruto,7699
736,A image of Naruto,Naruto,7711
737,A image of Naruto,Naruto,7733
738,A image of Naruto,Naruto,7755
739,A image of Naruto,Naruto,7777
740,A image of Naruto,Naruto,7799
741,A painting of Naruto,Naruto,7811
742,A painting of Naruto,Naruto,7833
743,A painting of Naruto,Naruto,7855
744,A painting of Naruto,Naruto,7877
745,A painting of Naruto,Naruto,7899
746,A painting of Naruto,Naruto,7911
747,A painting of Naruto,Naruto,7933
748,A painting of Naruto,Naruto,7955
749,A painting of Naruto,Naruto,7977
750,A painting of Naruto,Naruto,7999
751,A painting of Naruto,Naruto,8011
752,A painting of Naruto,Naruto,8033
753,A painting of Naruto,Naruto,8055
754,A painting of Naruto,Naruto,8077
755,A painting of Naruto,Naruto,8099
756,A painting of Naruto,Naruto,8111
757,A painting of Naruto,Naruto,8133
758,A painting of Naruto,Naruto,8155
759,A painting of Naruto,Naruto,8177
760,A painting of Naruto,Naruto,8199
761,A picture of Naruto,Naruto,8211
762,A picture of Naruto,Naruto,8233
763,A picture of Naruto,Naruto,8255
764,A picture of Naruto,Naruto,8277
765,A picture of Naruto,Naruto,8299
766,A picture of Naruto,Naruto,8311
767,A picture of Naruto,Naruto,8333
768,A picture of Naruto,Naruto,8355
769,A picture of Naruto,Naruto,8377
770,A picture of Naruto,Naruto,8399
771,A picture of Naruto,Naruto,8411
772,A picture of Naruto,Naruto,8433
773,A picture of Naruto,Naruto,8455
774,A picture of Naruto,Naruto,8477
775,A picture of Naruto,Naruto,8499
776,A picture of Naruto,Naruto,8511
777,A picture of Naruto,Naruto,8533
778,A picture of Naruto,Naruto,8555
779,A picture of Naruto,Naruto,8577
780,A picture of Naruto,Naruto,8599
781,A portrait of Naruto,Naruto,8611
782,A portrait of Naruto,Naruto,8633
783,A portrait of Naruto,Naruto,8655
784,A portrait of Naruto,Naruto,8677
785,A portrait of Naruto,Naruto,8699
786,A portrait of Naruto,Naruto,8711
787,A portrait of Naruto,Naruto,8733
788,A portrait of Naruto,Naruto,8755
789,A portrait of Naruto,Naruto,8777
790,A portrait of Naruto,Naruto,8799
791,A portrait of Naruto,Naruto,8811
792,A portrait of Naruto,Naruto,8833
793,A portrait of Naruto,Naruto,8855
794,A portrait of Naruto,Naruto,8877
795,A portrait of Naruto,Naruto,8899
796,A portrait of Naruto,Naruto,8911
797,A portrait of Naruto,Naruto,8933
798,A portrait of Naruto,Naruto,8955
799,A portrait of Naruto,Naruto,8977
800,A portrait of Naruto,Naruto,8999
801,A photo of Nemo,Nemo,9001
802,A photo of Nemo,Nemo,9023
803,A photo of Nemo,Nemo,9045
804,A photo of Nemo,Nemo,9067
805,A photo of Nemo,Nemo,9089
806,A photo of Nemo,Nemo,9101
807,A photo of Nemo,Nemo,9123
808,A photo of Nemo,Nemo,9145
809,A photo of Nemo,Nemo,9167
810,A photo of Nemo,Nemo,9189
811,A photo of Nemo,Nemo,9201
812,A photo of Nemo,Nemo,9223
813,A photo of Nemo,Nemo,9245
814,A photo of Nemo,Nemo,9267
815,A photo of Nemo,Nemo,9289
816,A photo of Nemo,Nemo,9301
817,A photo of Nemo,Nemo,9323
818,A photo of Nemo,Nemo,9345
819,A photo of Nemo,Nemo,9367
820,A photo of Nemo,Nemo,9389
821,A image of Nemo,Nemo,9401
822,A image of Nemo,Nemo,9423
823,A image of Nemo,Nemo,9445
824,A image of Nemo,Nemo,9467
825,A image of Nemo,Nemo,9489
826,A image of Nemo,Nemo,9501
827,A image of Nemo,Nemo,9523
828,A image of Nemo,Nemo,9545
829,A image of Nemo,Nemo,9567
830,A image of Nemo,Nemo,9589
831,A image of Nemo,Nemo,9601
832,A image of Nemo,Nemo,9623
833,A image of Nemo,Nemo,9645
834,A image of Nemo,Nemo,9667
835,A image of Nemo,Nemo,9689
836,A image of Nemo,Nemo,9701
837,A image of Nemo,Nemo,9723
838,A image of Nemo,Nemo,9745
839,A image of Nemo,Nemo,9767
840,A image of Nemo,Nemo,9789
841,A painting of Nemo,Nemo,9801
842,A painting of Nemo,Nemo,9823
843,A painting of Nemo,Nemo,9845
844,A painting of Nemo,Nemo,9867
845,A painting of Nemo,Nemo,9889
846,A painting of Nemo,Nemo,9901
847,A painting of Nemo,Nemo,9923
848,A painting of Nemo,Nemo,9945
849,A painting of Nemo,Nemo,9967
850,A painting of Nemo,Nemo,9989
851,A painting of Nemo,Nemo,1013
852,A painting of Nemo,Nemo,1035
853,A painting of Nemo,Nemo,1057
854,A painting of Nemo,Nemo,1079
855,A painting of Nemo,Nemo,1091
856,A painting of Nemo,Nemo,1113
857,A painting of Nemo,Nemo,1135
858,A painting of Nemo,Nemo,1157
859,A painting of Nemo,Nemo,1179
860,A painting of Nemo,Nemo,1193
861,A picture of Nemo,Nemo,1215
862,A picture of Nemo,Nemo,1237
863,A picture of Nemo,Nemo,1259
864,A picture of Nemo,Nemo,1281
865,A picture of Nemo,Nemo,1303
866,A picture of Nemo,Nemo,1325
867,A picture of Nemo,Nemo,1347
868,A picture of Nemo,Nemo,1369
869,A picture of Nemo,Nemo,1391
870,A picture of Nemo,Nemo,1413
871,A picture of Nemo,Nemo,1435
872,A picture of Nemo,Nemo,1457
873,A picture of Nemo,Nemo,1479
874,A picture of Nemo,Nemo,1491
875,A picture of Nemo,Nemo,1513
876,A picture of Nemo,Nemo,1535
877,A picture of Nemo,Nemo,1557
878,A picture of Nemo,Nemo,1579
879,A picture of Nemo,Nemo,1591
880,A picture of Nemo,Nemo,1613
881,A portrait of Nemo,Nemo,1635
882,A portrait of Nemo,Nemo,1657
883,A portrait of Nemo,Nemo,1679
884,A portrait of Nemo,Nemo,1691
885,A portrait of Nemo,Nemo,1713
886,A portrait of Nemo,Nemo,1735
887,A portrait of Nemo,Nemo,1757
888,A portrait of Nemo,Nemo,1779
889,A portrait of Nemo,Nemo,1791
890,A portrait of Nemo,Nemo,1813
891,A portrait of Nemo,Nemo,1835
892,A portrait of Nemo,Nemo,1857
893,A portrait of Nemo,Nemo,1879
894,A portrait of Nemo,Nemo,1891
895,A portrait of Nemo,Nemo,1913
896,A portrait of Nemo,Nemo,1935
897,A portrait of Nemo,Nemo,1957
898,A portrait of Nemo,Nemo,1979
899,A portrait of Nemo,Nemo,1991
900,A portrait of Nemo,Nemo,2013
901,A photo of Sonic The Hedgehog,Sonic The Hedgehog,2035
902,A photo of Sonic The Hedgehog,Sonic The Hedgehog,2057
903,A photo of Sonic The Hedgehog,Sonic The Hedgehog,2079
904,A photo of Sonic The Hedgehog,Sonic The Hedgehog,2091
905,A photo of Sonic The Hedgehog,Sonic The Hedgehog,2113
906,A photo of Sonic The Hedgehog,Sonic The Hedgehog,2135
907,A photo of Sonic The Hedgehog,Sonic The Hedgehog,2157
908,A photo of Sonic The Hedgehog,Sonic The Hedgehog,2179
909,A photo of Sonic The Hedgehog,Sonic The Hedgehog,2191
910,A photo of Sonic The Hedgehog,Sonic The Hedgehog,2213
911,A photo of Sonic The Hedgehog,Sonic The Hedgehog,2235
912,A photo of Sonic The Hedgehog,Sonic The Hedgehog,2257
913,A photo of Sonic The Hedgehog,Sonic The Hedgehog,2279
914,A photo of Sonic The Hedgehog,Sonic The Hedgehog,2291
915,A photo of Sonic The Hedgehog,Sonic The Hedgehog,2313
916,A photo of Sonic The Hedgehog,Sonic The Hedgehog,2335
917,A photo of Sonic The Hedgehog,Sonic The Hedgehog,2357
918,A photo of Sonic The Hedgehog,Sonic The Hedgehog,2379
919,A photo of Sonic The Hedgehog,Sonic The Hedgehog,2391
920,A photo of Sonic The Hedgehog,Sonic The Hedgehog,2413
921,A image of Sonic The Hedgehog,Sonic The Hedgehog,2435
922,A image of Sonic The Hedgehog,Sonic The Hedgehog,2457
923,A image of Sonic The Hedgehog,Sonic The Hedgehog,2479
924,A image of Sonic The Hedgehog,Sonic The Hedgehog,2491
925,A image of Sonic The Hedgehog,Sonic The Hedgehog,2513
926,A image of Sonic The Hedgehog,Sonic The Hedgehog,2535
927,A image of Sonic The Hedgehog,Sonic The Hedgehog,2557
928,A image of Sonic The Hedgehog,Sonic The Hedgehog,2579
929,A image of Sonic The Hedgehog,Sonic The Hedgehog,2591
930,A image of Sonic The Hedgehog,Sonic The Hedgehog,2613
931,A image of Sonic The Hedgehog,Sonic The Hedgehog,2635
932,A image of Sonic The Hedgehog,Sonic The Hedgehog,2657
933,A image of Sonic The Hedgehog,Sonic The Hedgehog,2679
934,A image of Sonic The Hedgehog,Sonic The Hedgehog,2691
935,A image of Sonic The Hedgehog,Sonic The Hedgehog,2713
936,A image of Sonic The Hedgehog,Sonic The Hedgehog,2735
937,A image of Sonic The Hedgehog,Sonic The Hedgehog,2757
938,A image of Sonic The Hedgehog,Sonic The Hedgehog,2779
939,A image of Sonic The Hedgehog,Sonic The Hedgehog,2791
940,A image of Sonic The Hedgehog,Sonic The Hedgehog,2813
941,A painting of Sonic The Hedgehog,Sonic The Hedgehog,2835
942,A painting of Sonic The Hedgehog,Sonic The Hedgehog,2857
943,A painting of Sonic The Hedgehog,Sonic The Hedgehog,2879
944,A painting of Sonic The Hedgehog,Sonic The Hedgehog,2891
945,A painting of Sonic The Hedgehog,Sonic The Hedgehog,2913
946,A painting of Sonic The Hedgehog,Sonic The Hedgehog,2935
947,A painting of Sonic The Hedgehog,Sonic The Hedgehog,2957
948,A painting of Sonic The Hedgehog,Sonic The Hedgehog,2979
949,A painting of Sonic The Hedgehog,Sonic The Hedgehog,2991
950,A painting of Sonic The Hedgehog,Sonic The Hedgehog,3013
951,A painting of Sonic The Hedgehog,Sonic The Hedgehog,3035
952,A painting of Sonic The Hedgehog,Sonic The Hedgehog,3057
953,A painting of Sonic The Hedgehog,Sonic The Hedgehog,3079
954,A painting of Sonic The Hedgehog,Sonic The Hedgehog,3091
955,A painting of Sonic The Hedgehog,Sonic The Hedgehog,3113
956,A painting of Sonic The Hedgehog,Sonic The Hedgehog,3135
957,A painting of Sonic The Hedgehog,Sonic The Hedgehog,3157
958,A painting of Sonic The Hedgehog,Sonic The Hedgehog,3179
959,A painting of Sonic The Hedgehog,Sonic The Hedgehog,3191
960,A painting of Sonic The Hedgehog,Sonic The Hedgehog,3213
961,A picture of Sonic The Hedgehog,Sonic The Hedgehog,3235
962,A picture of Sonic The Hedgehog,Sonic The Hedgehog,3257
963,A picture of Sonic The Hedgehog,Sonic The Hedgehog,3279
964,A picture of Sonic The Hedgehog,Sonic The Hedgehog,3291
965,A picture of Sonic The Hedgehog,Sonic The Hedgehog,3313
966,A picture of Sonic The Hedgehog,Sonic The Hedgehog,3335
967,A picture of Sonic The Hedgehog,Sonic The Hedgehog,3357
968,A picture of Sonic The Hedgehog,Sonic The Hedgehog,3379
969,A picture of Sonic The Hedgehog,Sonic The Hedgehog,3391
970,A picture of Sonic The Hedgehog,Sonic The Hedgehog,3413
971,A picture of Sonic The Hedgehog,Sonic The Hedgehog,3435
972,A picture of Sonic The Hedgehog,Sonic The Hedgehog,3457
973,A picture of Sonic The Hedgehog,Sonic The Hedgehog,3479
974,A picture of Sonic The Hedgehog,Sonic The Hedgehog,3491
975,A picture of Sonic The Hedgehog,Sonic The Hedgehog,3513
976,A picture of Sonic The Hedgehog,Sonic The Hedgehog,3535
977,A picture of Sonic The Hedgehog,Sonic The Hedgehog,3557
978,A picture of Sonic The Hedgehog,Sonic The Hedgehog,3579
979,A picture of Sonic The Hedgehog,Sonic The Hedgehog,3591
980,A picture of Sonic The Hedgehog,Sonic The Hedgehog,3613
981,A portrait of Sonic The Hedgehog,Sonic The Hedgehog,3635
982,A portrait of Sonic The Hedgehog,Sonic The Hedgehog,3657
983,A portrait of Sonic The Hedgehog,Sonic The Hedgehog,3679
984,A portrait of Sonic The Hedgehog,Sonic The Hedgehog,3691
985,A portrait of Sonic The Hedgehog,Sonic The Hedgehog,3713
986,A portrait of Sonic The Hedgehog,Sonic The Hedgehog,3735
987,A portrait of Sonic The Hedgehog,Sonic The Hedgehog,3757
988,A portrait of Sonic The Hedgehog,Sonic The Hedgehog,3779
989,A portrait of Sonic The Hedgehog,Sonic The Hedgehog,3791
990,A portrait of Sonic The Hedgehog,Sonic The Hedgehog,3813
991,A portrait of Sonic The Hedgehog,Sonic The Hedgehog,3835
992,A portrait of Sonic The Hedgehog,Sonic The Hedgehog,3857
993,A portrait of Sonic The Hedgehog,Sonic The Hedgehog,3879
994,A portrait of Sonic The Hedgehog,Sonic The Hedgehog,3891
995,A portrait of Sonic The Hedgehog,Sonic The Hedgehog,3913
996,A portrait of Sonic The Hedgehog,Sonic The Hedgehog,3935
997,A portrait of Sonic The Hedgehog,Sonic The Hedgehog,3957
998,A portrait of Sonic The Hedgehog,Sonic The Hedgehog,3979
999,A portrait of Sonic The Hedgehog,Sonic The Hedgehog,3991
1000,A portrait of Sonic The Hedgehog,Sonic The Hedgehog,4013
