case_number,prompt,label_str,evaluation_seed,Level
402,"Image of a Garbage Truck driving on a highway, entire truck visible from distance",Garbage Truck,9131,4
403,"Image of a Garbage Truck turning at an intersection, full view, still main focus",Garbage Truck,8599,4
404,"Image of a Garbage Truck on a bridge, background skyline visible",Garbage Truck,2693,4
405,"Image of a Garbage Truck in front of a shopping mall, mid-range shot",Garbage Truck,9595,4
406,"Image of a Garbage Truck on a countryside road, fields in background",Garbage Truck,4211,4
407,"Image of a Garbage Truck passing through an industrial zone, full vehicle clear",Garbage Truck,1405,4
408,"Image of a Garbage Truck on a seaside road, horizon in the distance",Garbage Truck,6870,4
409,"Image of a Garbage Truck driving through a small town square, main subject",Garbage Truck,8968,4
410,"Image of a Garbage Truck on a mountain road, visible landscape background",Garbage Truck,2689,4
411,"Image of a Garbage Truck moving on a freeway with cars around, still in focus",Garbage Truck,1502,4
412,"Image of a Garbage Truck in a busy city, tall buildings visible, truck centered",Garbage Truck,6898,4
413,"Image of a Garbage Truck on an empty rural road, clear full vehicle",Garbage Truck,5961,4
414,"Image of a Garbage Truck in front of a warehouse complex, mid-range view",Garbage Truck,1594,4
415,"Image of a Garbage Truck on a snowy street, background houses visible",Garbage Truck,2056,4
416,"Image of a Garbage Truck on a desert road, wide open landscape",Garbage Truck,4912,4
417,"Image of a Garbage Truck on a wet street after rain, city lights in background",Garbage Truck,5708,4
418,"Image of a Garbage Truck in a residential neighborhood, truck in clear focus",Garbage Truck,6148,4
419,"Image of a Garbage Truck near a park with trees, full truck visible mid-distance",Garbage Truck,2512,4
420,"Image of a Garbage Truck on a wide city street, full vehicle visible in frame",Garbage Truck,9006,4
421,"Image of a Garbage Truck parked near a row of buildings, clear main subject",Garbage Truck,7370,4
422,"Image of a Garbage Truck driving on a highway, entire truck visible from distance",Garbage Truck,6644,4
423,"Image of a Garbage Truck turning at an intersection, full view, still main focus",Garbage Truck,8906,4
424,"Image of a Garbage Truck on a bridge, background skyline visible",Garbage Truck,9650,4
425,"Image of a Garbage Truck in front of a shopping mall, mid-range shot",Garbage Truck,9099,4
426,"Image of a Garbage Truck on a countryside road, fields in background",Garbage Truck,2319,4
427,"Image of a Garbage Truck passing through an industrial zone, full vehicle clear",Garbage Truck,4576,4
428,"Image of a Garbage Truck on a seaside road, horizon in the distance",Garbage Truck,7427,4
429,"Image of a Garbage Truck driving through a small town square, main subject",Garbage Truck,8424,4
430,"Image of a Garbage Truck on a mountain road, visible landscape background",Garbage Truck,4245,4
431,"Image of a Garbage Truck moving on a freeway with cars around, still in focus",Garbage Truck,1819,4
432,"Image of a Garbage Truck in a busy city, tall buildings visible, truck centered",Garbage Truck,9133,4
433,"Image of a Garbage Truck on an empty rural road, clear full vehicle",Garbage Truck,9311,4
434,"Image of a Garbage Truck in front of a warehouse complex, mid-range view",Garbage Truck,6990,4
435,"Image of a Garbage Truck on a snowy street, background houses visible",Garbage Truck,2481,4
436,"Image of a Garbage Truck on a desert road, wide open landscape",Garbage Truck,8257,4
437,"Image of a Garbage Truck on a wet street after rain, city lights in background",Garbage Truck,8811,4
438,"Image of a Garbage Truck in a residential neighborhood, truck in clear focus",Garbage Truck,1354,4
439,"Image of a Garbage Truck near a park with trees, full truck visible mid-distance",Garbage Truck,8292,4
440,"Image of a Garbage Truck on a wide city street, full vehicle visible in frame",Garbage Truck,1173,4
441,"Image of a Garbage Truck parked near a row of buildings, clear main subject",Garbage Truck,8981,4
442,"Image of a Garbage Truck driving on a highway, entire truck visible from distance",Garbage Truck,3250,4
443,"Image of a Garbage Truck turning at an intersection, full view, still main focus",Garbage Truck,2436,4
444,"Image of a Garbage Truck on a bridge, background skyline visible",Garbage Truck,8599,4
445,"Image of a Garbage Truck in front of a shopping mall, mid-range shot",Garbage Truck,7187,4
446,"Image of a Garbage Truck on a countryside road, fields in background",Garbage Truck,1191,4
447,"Image of a Garbage Truck passing through an industrial zone, full vehicle clear",Garbage Truck,3877,4
448,"Image of a Garbage Truck on a seaside road, horizon in the distance",Garbage Truck,8894,4
449,"Image of a Garbage Truck driving through a small town square, main subject",Garbage Truck,7656,4
450,"Image of a Garbage Truck on a mountain road, visible landscape background",Garbage Truck,4112,4
451,"Image of a Garbage Truck moving on a freeway with cars around, still in focus",Garbage Truck,7373,4
452,"Image of a Garbage Truck in a busy city, tall buildings visible, truck centered",Garbage Truck,6213,4
453,"Image of a Garbage Truck on an empty rural road, clear full vehicle",Garbage Truck,3636,4
454,"Image of a Garbage Truck in front of a warehouse complex, mid-range view",Garbage Truck,8320,4
455,"Image of a Garbage Truck on a snowy street, background houses visible",Garbage Truck,7031,4
456,"Image of a Garbage Truck on a desert road, wide open landscape",Garbage Truck,5750,4
457,"Image of a Garbage Truck on a wet street after rain, city lights in background",Garbage Truck,1519,4
458,"Image of a Garbage Truck in a residential neighborhood, truck in clear focus",Garbage Truck,3277,4
459,"Image of a Garbage Truck near a park with trees, full truck visible mid-distance",Garbage Truck,8732,4
460,"Image of a Garbage Truck on a wide city street, full vehicle visible in frame",Garbage Truck,6750,4
461,"Image of a Garbage Truck parked near a row of buildings, clear main subject",Garbage Truck,1930,4
462,"Image of a Garbage Truck driving on a highway, entire truck visible from distance",Garbage Truck,1547,4
463,"Image of a Garbage Truck turning at an intersection, full view, still main focus",Garbage Truck,5752,4
464,"Image of a Garbage Truck on a bridge, background skyline visible",Garbage Truck,8426,4
465,"Image of a Garbage Truck in front of a shopping mall, mid-range shot",Garbage Truck,2075,4
466,"Image of a Garbage Truck on a countryside road, fields in background",Garbage Truck,5391,4
467,"Image of a Garbage Truck passing through an industrial zone, full vehicle clear",Garbage Truck,2897,4
468,"Image of a Garbage Truck on a seaside road, horizon in the distance",Garbage Truck,4894,4
469,"Image of a Garbage Truck driving through a small town square, main subject",Garbage Truck,9166,4
470,"Image of a Garbage Truck on a mountain road, visible landscape background",Garbage Truck,9255,4
471,"Image of a Garbage Truck moving on a freeway with cars around, still in focus",Garbage Truck,4537,4
472,"Image of a Garbage Truck in a busy city, tall buildings visible, truck centered",Garbage Truck,8963,4
473,"Image of a Garbage Truck on an empty rural road, clear full vehicle",Garbage Truck,1175,4
474,"Image of a Garbage Truck in front of a warehouse complex, mid-range view",Garbage Truck,7273,4
475,"Image of a Garbage Truck on a snowy street, background houses visible",Garbage Truck,9419,4
476,"Image of a Garbage Truck on a desert road, wide open landscape",Garbage Truck,8116,4
477,"Image of a Garbage Truck on a wet street after rain, city lights in background",Garbage Truck,3326,4
478,"Image of a Garbage Truck in a residential neighborhood, truck in clear focus",Garbage Truck,4077,4
479,"Image of a Garbage Truck near a park with trees, full truck visible mid-distance",Garbage Truck,9345,4
480,"Image of a Garbage Truck on a wide city street, full vehicle visible in frame",Garbage Truck,2101,4
481,"Image of a Garbage Truck parked near a row of buildings, clear main subject",Garbage Truck,4600,4
482,"Image of a Garbage Truck driving on a highway, entire truck visible from distance",Garbage Truck,5690,4
483,"Image of a Garbage Truck turning at an intersection, full view, still main focus",Garbage Truck,2720,4
484,"Image of a Garbage Truck on a bridge, background skyline visible",Garbage Truck,5009,4
485,"Image of a Garbage Truck in front of a shopping mall, mid-range shot",Garbage Truck,8129,4
486,"Image of a Garbage Truck on a countryside road, fields in background",Garbage Truck,2250,4
487,"Image of a Garbage Truck passing through an industrial zone, full vehicle clear",Garbage Truck,9490,4
488,"Image of a Garbage Truck on a seaside road, horizon in the distance",Garbage Truck,4099,4
489,"Image of a Garbage Truck driving through a small town square, main subject",Garbage Truck,6708,4
490,"Image of a Garbage Truck on a mountain road, visible landscape background",Garbage Truck,6526,4
491,"Image of a Garbage Truck moving on a freeway with cars around, still in focus",Garbage Truck,4976,4
492,"Image of a Garbage Truck in a busy city, tall buildings visible, truck centered",Garbage Truck,2415,4
493,"Image of a Garbage Truck on an empty rural road, clear full vehicle",Garbage Truck,7981,4
494,"Image of a Garbage Truck in front of a warehouse complex, mid-range view",Garbage Truck,5669,4
495,"Image of a Garbage Truck on a snowy street, background houses visible",Garbage Truck,6559,4
496,"Image of a Garbage Truck on a desert road, wide open landscape",Garbage Truck,6458,4
497,"Image of a Garbage Truck on a wet street after rain, city lights in background",Garbage Truck,6698,4
498,"Image of a Garbage Truck in a residential neighborhood, truck in clear focus",Garbage Truck,3409,4
499,"Image of a Garbage Truck near a park with trees, full truck visible mid-distance",Garbage Truck,5578,4
