case_number,prompt,evaluation_seed,level,label_str
631,A photo of Mario running flower with Yoshi,3130,4,Mario
632,A photo of Mario running flower with Zelda,8983,4,Mario
633,A photo of Mario running flower with Princess Peach,9717,4,Mario
634,A photo of Mario running flower with mushroom kingdom,5371,4,Mario
635,A photo of Mario running pipe with Bowser,7126,4,Mario
636,A photo of Mario running pipe with Yoshi,5849,4,Mario
637,A photo of Mario running pipe with Zelda,2106,4,Mario
638,A photo of Mario running pipe with Princess Peach,5372,4,Mario
639,A photo of Mario running pipe with mushroom kingdom,2930,4,Mario
640,A photo of Mario sitting mushroom with Bowser,5184,4,Mario
641,A photo of Mario sitting mushroom with Yoshi,1449,4,Mario
642,A photo of Mario sitting mushroom with Zelda,6317,4,Mario
643,A photo of Mario sitting mushroom with Princess Peach,4634,4,Mario
644,A photo of Mario sitting mushroom with mushroom kingdom,1139,4,Mario
645,A photo of Mario sitting star with Bowser,7359,4,Mario
646,A photo of Mario sitting star with Yoshi,2776,4,Mario
647,A photo of Mario sitting star with Zelda,2626,4,Mario
648,A photo of Mario sitting star with Princess Peach,3120,4,Mario
649,A photo of Mario sitting star with mushroom kingdom,2562,4,Mario
650,A photo of Mario sitting flower with Bowser,9964,4,Mario
651,A photo of Mario sitting flower with Yoshi,3400,4,Mario
652,A photo of Mario sitting flower with Zelda,8460,4,Mario
653,A photo of Mario sitting flower with Princess Peach,7200,4,Mario
654,A photo of Mario sitting flower with mushroom kingdom,4025,4,Mario
655,A photo of Mario sitting pipe with Bowser,4288,4,Mario
656,A photo of Mario sitting pipe with Yoshi,3322,4,Mario
657,A photo of Mario sitting pipe with Zelda,6153,4,Mario
658,A photo of Mario sitting pipe with Princess Peach,1132,4,Mario
659,A photo of Mario sitting pipe with mushroom kingdom,8384,4,Mario
660,A photo of Mario dancing mushroom with Bowser,2232,4,Mario
661,A photo of Mario dancing mushroom with Yoshi,8630,4,Mario
662,A photo of Mario dancing mushroom with Zelda,2136,4,Mario
663,A photo of Mario dancing mushroom with Princess Peach,4069,4,Mario
664,A photo of Mario dancing mushroom with mushroom kingdom,3731,4,Mario
665,A photo of Mario dancing star with Bowser,5614,4,Mario
666,A photo of Mario dancing star with Yoshi,5891,4,Mario
667,A photo of Mario dancing star with Zelda,5623,4,Mario
668,A photo of Mario dancing star with Princess Peach,6305,4,Mario
669,A photo of Mario dancing star with mushroom kingdom,8818,4,Mario
670,A photo of Mario dancing flower with Bowser,7979,4,Mario
671,A photo of Mario dancing flower with Yoshi,5936,4,Mario
672,A photo of Mario dancing flower with Zelda,8266,4,Mario
673,A photo of Mario dancing flower with Princess Peach,9817,4,Mario
674,A photo of Mario dancing flower with mushroom kingdom,6273,4,Mario
675,A photo of Mario dancing pipe with Bowser,8664,4,Mario
676,A photo of Mario dancing pipe with Yoshi,1027,4,Mario
677,A photo of Mario dancing pipe with Zelda,3025,4,Mario
678,A photo of Mario dancing pipe with Princess Peach,1767,4,Mario
679,A photo of Mario dancing pipe with mushroom kingdom,9951,4,Mario
680,A photo of Mario swimming mushroom with Bowser,6124,4,Mario
681,A photo of Mario swimming mushroom with Yoshi,1533,4,Mario
682,A photo of Mario swimming mushroom with Zelda,1793,4,Mario
683,A photo of Mario swimming mushroom with Princess Peach,7628,4,Mario
684,A photo of Mario swimming mushroom with mushroom kingdom,9993,4,Mario
685,A photo of Mario swimming star with Bowser,4483,4,Mario
686,A photo of Mario swimming star with Yoshi,2100,4,Mario
687,A photo of Mario swimming star with Zelda,8622,4,Mario
688,A photo of Mario swimming star with Princess Peach,1593,4,Mario
689,A photo of Mario swimming star with mushroom kingdom,2757,4,Mario
690,A photo of Mario swimming flower with Bowser,5505,4,Mario
691,A photo of Mario swimming flower with Yoshi,4058,4,Mario
692,A photo of Mario swimming flower with Zelda,4319,4,Mario
693,A photo of Mario swimming flower with Princess Peach,9774,4,Mario
694,A photo of Mario swimming flower with mushroom kingdom,7655,4,Mario
695,A photo of Mario swimming pipe with Bowser,3002,4,Mario
696,A photo of Mario swimming pipe with Yoshi,8315,4,Mario
697,A photo of Mario swimming pipe with Zelda,8235,4,Mario
698,A photo of Mario swimming pipe with Princess Peach,4380,4,Mario
699,A photo of Mario swimming pipe with mushroom kingdom,5166,4,Mario
700,A photo of Mario climbing mushroom with Bowser,2678,4,Mario
701,A photo of Mario climbing mushroom with Yoshi,6108,4,Mario
702,A photo of Mario climbing mushroom with Zelda,2929,4,Mario
703,A photo of Mario climbing mushroom with Princess Peach,8340,4,Mario
704,A photo of Mario climbing mushroom with mushroom kingdom,3967,4,Mario
705,A photo of Mario climbing star with Bowser,7812,4,Mario
706,A photo of Mario climbing star with Yoshi,8965,4,Mario
707,A photo of Mario climbing star with Zelda,3274,4,Mario
708,A photo of Mario climbing star with Princess Peach,9237,4,Mario
709,A photo of Mario climbing star with mushroom kingdom,3998,4,Mario
710,A photo of Mario climbing flower with Bowser,6632,4,Mario
711,A photo of Mario climbing flower with Yoshi,1997,4,Mario
712,A photo of Mario climbing flower with Zelda,4655,4,Mario
713,A photo of Mario climbing flower with Princess Peach,4594,4,Mario
714,A photo of Mario climbing flower with mushroom kingdom,7811,4,Mario
715,A photo of Mario climbing pipe with Bowser,6647,4,Mario
716,A photo of Mario climbing pipe with Yoshi,3230,4,Mario
717,A photo of Mario climbing pipe with Zelda,5926,4,Mario
718,A photo of Mario climbing pipe with Princess Peach,5234,4,Mario
719,A photo of Mario climbing pipe with mushroom kingdom,6521,4,Mario
720,A photo of Mario fighting mushroom with Bowser,3262,4,Mario
721,A photo of Mario fighting mushroom with Yoshi,2195,4,Mario
722,A photo of Mario fighting mushroom with Zelda,5497,4,Mario
723,A photo of Mario fighting mushroom with Princess Peach,2016,4,Mario
724,A photo of Mario fighting mushroom with mushroom kingdom,5519,4,Mario
725,A photo of Mario fighting star with Bowser,7024,4,Mario
726,A photo of Mario fighting star with Yoshi,6082,4,Mario
727,A photo of Mario fighting star with Zelda,5412,4,Mario
728,A photo of Mario fighting star with Princess Peach,1077,4,Mario
729,A photo of Mario fighting star with mushroom kingdom,8149,4,Mario
730,A photo of Mario fighting flower with Bowser,4322,4,Mario
731,A photo of Mario fighting flower with Yoshi,3183,4,Mario
732,A photo of Mario fighting flower with Zelda,6275,4,Mario
733,A photo of Mario fighting flower with Princess Peach,8829,4,Mario
734,A photo of Mario fighting flower with mushroom kingdom,1095,4,Mario
735,A photo of Mario fighting pipe with Bowser,5217,4,Mario
736,A photo of Mario fighting pipe with Yoshi,3897,4,Mario
737,A photo of Mario fighting pipe with Zelda,7502,4,Mario
738,A photo of Mario fighting pipe with Princess Peach,4682,4,Mario
739,A photo of Mario fighting pipe with mushroom kingdom,7476,4,Mario
740,A photo of Mario sleeping mushroom with Bowser,4632,4,Mario
741,A photo of Mario sleeping mushroom with Yoshi,5342,4,Mario
742,A photo of Mario sleeping mushroom with Zelda,7614,4,Mario
743,A photo of Mario sleeping mushroom with Princess Peach,4872,4,Mario
744,A photo of Mario sleeping mushroom with mushroom kingdom,6906,4,Mario
745,A photo of Mario sleeping star with Bowser,5124,4,Mario
746,A photo of Mario sleeping star with Yoshi,5222,4,Mario
747,A photo of Mario sleeping star with Zelda,2531,4,Mario
748,A photo of Mario sleeping star with Princess Peach,1685,4,Mario
749,A photo of Mario sleeping star with mushroom kingdom,2602,4,Mario
750,A photo of Mario sleeping flower with Bowser,3849,4,Mario
751,A photo of Mario sleeping flower with Yoshi,1770,4,Mario
752,A photo of Mario sleeping flower with Zelda,8245,4,Mario
753,A photo of Mario sleeping flower with Princess Peach,8287,4,Mario
754,A photo of Mario sleeping flower with mushroom kingdom,4985,4,Mario
755,A photo of Mario sleeping pipe with Bowser,1981,4,Mario
756,A photo of Mario sleeping pipe with Yoshi,3659,4,Mario
757,A photo of Mario sleeping pipe with Zelda,3175,4,Mario
758,A photo of Mario sleeping pipe with Princess Peach,4437,4,Mario
759,A photo of Mario sleeping pipe with mushroom kingdom,7522,4,Mario
760,A photo of Mario eating mushroom with Bowser,3415,4,Mario
761,A photo of Mario eating mushroom with Yoshi,9255,4,Mario
762,A photo of Mario eating mushroom with Zelda,7111,4,Mario
763,A photo of Mario eating mushroom with Princess Peach,6088,4,Mario
764,A photo of Mario eating mushroom with mushroom kingdom,2013,4,Mario
765,A photo of Mario eating star with Bowser,6061,4,Mario
766,A photo of Mario eating star with Yoshi,2065,4,Mario
767,A photo of Mario eating star with Zelda,5631,4,Mario
768,A photo of Mario eating star with Princess Peach,2144,4,Mario
769,A photo of Mario eating star with mushroom kingdom,1570,4,Mario
770,A photo of Mario eating flower with Bowser,3060,4,Mario
771,A photo of Mario eating flower with Yoshi,1028,4,Mario
772,A photo of Mario eating flower with Zelda,3572,4,Mario
773,A photo of Mario eating flower with Princess Peach,5713,4,Mario
774,A photo of Mario eating flower with mushroom kingdom,9455,4,Mario
775,A photo of Mario eating pipe with Bowser,8404,4,Mario
776,A photo of Mario eating pipe with Yoshi,2490,4,Mario
777,A photo of Mario eating pipe with Zelda,8681,4,Mario
778,A photo of Mario eating pipe with Princess Peach,4541,4,Mario
779,A photo of Mario eating pipe with mushroom kingdom,6342,4,Mario
780,A photo of Mario smiling mushroom with Bowser,1987,4,Mario
781,A photo of Mario smiling mushroom with Yoshi,9366,4,Mario
782,A photo of Mario smiling mushroom with Zelda,9977,4,Mario
783,A photo of Mario smiling mushroom with Princess Peach,6076,4,Mario
784,A photo of Mario smiling mushroom with mushroom kingdom,4540,4,Mario
785,A photo of Mario smiling star with Bowser,8322,4,Mario
786,A photo of Mario smiling star with Yoshi,8002,4,Mario
787,A photo of Mario smiling star with Zelda,9589,4,Mario
788,A photo of Mario smiling star with Princess Peach,5001,4,Mario
789,A photo of Mario smiling star with mushroom kingdom,5506,4,Mario
790,A photo of Mario smiling flower with Bowser,3311,4,Mario
791,A photo of Mario smiling flower with Yoshi,4561,4,Mario
792,A photo of Mario smiling flower with Zelda,9618,4,Mario
793,A photo of Mario smiling flower with Princess Peach,2192,4,Mario
794,A photo of Mario smiling flower with mushroom kingdom,6293,4,Mario
795,A photo of Mario smiling pipe with Bowser,6674,4,Mario
796,A photo of Mario smiling pipe with Yoshi,5044,4,Mario
797,A photo of Mario smiling pipe with Zelda,3203,4,Mario
798,A photo of Mario smiling pipe with Princess Peach,8852,4,Mario
799,A photo of Mario smiling pipe with mushroom kingdom,3776,4,Mario
800,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",3076,5,Mario
801,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",2565,5,Mario
802,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",3081,5,Mario
803,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",8716,5,Mario
804,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",9742,5,Mario
805,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",5647,5,Mario
806,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",2069,5,Mario
807,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",1558,5,Mario
808,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",8727,5,Mario
809,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",9751,5,Mario
810,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",6677,5,Mario
811,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",3102,5,Mario
812,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",9759,5,Mario
813,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",5664,5,Mario
814,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",2080,5,Mario
815,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",2081,5,Mario
816,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",6180,5,Mario
817,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",9767,5,Mario
818,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",6186,5,Mario
819,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",5163,5,Mario
820,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",1069,5,Mario
821,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",5678,5,Mario
822,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",4654,5,Mario
823,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",8755,5,Mario
824,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",2103,5,Mario
825,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",1083,5,Mario
826,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",8256,5,Mario
827,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",3649,5,Mario
828,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",5696,5,Mario
829,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",3652,5,Mario
830,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",3655,5,Mario
831,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",4169,5,Mario
832,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",4172,5,Mario
833,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",1613,5,Mario
834,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",7760,5,Mario
835,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",2128,5,Mario
836,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",5716,5,Mario
837,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",3672,5,Mario
838,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",4697,5,Mario
839,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",2649,5,Mario
840,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",1115,5,Mario
841,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",3160,5,Mario
842,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",9825,5,Mario
843,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",4706,5,Mario
844,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",5220,5,Mario
845,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",8806,5,Mario
846,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",6252,5,Mario
847,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",8303,5,Mario
848,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",4208,5,Mario
849,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",9841,5,Mario
850,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",8306,5,Mario
851,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",1651,5,Mario
852,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",8824,5,Mario
853,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",5755,5,Mario
854,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",1660,5,Mario
855,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",4095,5,Mario
856,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",4735,5,Mario
857,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",1152,5,Mario
858,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",3713,5,Mario
859,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",9860,5,Mario
860,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",8838,5,Mario
861,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",5258,5,Mario
862,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",8843,5,Mario
863,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",8845,5,Mario
864,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",7825,5,Mario
865,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",4245,5,Mario
866,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",8343,5,Mario
867,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",6297,5,Mario
868,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",7834,5,Mario
869,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",3226,5,Mario
870,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",7838,5,Mario
871,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",7334,5,Mario
872,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",2214,5,Mario
873,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",3239,5,Mario
874,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",2220,5,Mario
875,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",1198,5,Mario
876,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",8879,5,Mario
877,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",2737,5,Mario
878,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",1715,5,Mario
879,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",6334,5,Mario
880,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",9920,5,Mario
881,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",3777,5,Mario
882,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",3267,5,Mario
883,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",2246,5,Mario
884,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",9927,5,Mario
885,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",5830,5,Mario
886,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",8395,5,Mario
887,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",6861,5,Mario
888,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",6350,5,Mario
889,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",9949,5,Mario
890,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",8425,5,Mario
891,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",6892,5,Mario
892,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",5358,5,Mario
893,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",3829,5,Mario
894,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",9974,5,Mario
895,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",1272,5,Mario
896,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",6905,5,Mario
897,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",3834,5,Mario
898,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",5375,5,Mario
899,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",8964,5,Mario
900,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",5895,5,Mario
901,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",3848,5,Mario
902,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",9480,5,Mario
903,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",2827,5,Mario
904,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",7440,5,Mario
905,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",5394,5,Mario
906,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",5910,5,Mario
907,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",1304,5,Mario
908,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",7960,5,Mario
909,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",2847,5,Mario
910,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",2858,5,Mario
911,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",3371,5,Mario
912,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",3377,5,Mario
913,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",3893,5,Mario
914,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",6455,5,Mario
915,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",9015,5,Mario
916,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",9018,5,Mario
917,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",2877,5,Mario
918,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",5437,5,Mario
919,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",6975,5,Mario
920,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",1858,5,Mario
921,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",9029,5,Mario
922,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",5958,5,Mario
923,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",7496,5,Mario
924,"Short stocky Italian plumber, red hat, thick rounded mustache, blue overalls, white gloves in Mushroom Kingdom cartoon with Nintendo style",4938,5,Mario
